2026-02-11 13:39:16,293 - VisQ_Inference - INFO - Initializing ViscosityPredictorCNP with model_dir: C:\Users\QATCH\AppData\Local\Temp\tmpuhon4x3k
2026-02-11 13:39:16,293 - VisQ_Inference - INFO - Using device: cpu
2026-02-11 13:39:16,294 - VisQ_Inference - DEBUG - Loading preprocessor and scaler...
2026-02-11 13:39:16,299 - VisQ_Inference - DEBUG - Loading model checkpoint from C:\Users\QATCH\AppData\Local\Temp\tmpuhon4x3k\best_model.pth
2026-02-11 13:39:16,311 - VisQ_Inference - DEBUG - Model config: {'hidden_dim': 192, 'latent_dim': 64, 'dropout': 0.13835056805261747, 'lr': 0.0002282939612972752}
2026-02-11 13:39:16,312 - VisQ_Inference - DEBUG - Static dimension: 71
2026-02-11 13:39:16,313 - QATCH.logger - INFO - CNP Engine initialized successfully. 
2026-02-11 13:39:16,316 - QATCH.logger - INFO - Target Protein Type: Etanercept 
2026-02-11 13:39:16,611 - QATCH.logger - DEBUG - DEBUG: Viscosity Value: 14.38 | Type: <class 'numpy.float64'> 
2026-02-11 13:39:16,615 - QATCH.logger - INFO - Found 23 historical samples for Etanercept 
2026-02-11 13:39:16,626 - QATCH.logger - INFO - Fine-tuning predictor on 23 samples... 
2026-02-11 13:39:16,632 - QATCH.logger - INFO - Learning from 23 new samples... 
2026-02-11 13:39:16,633 - QATCH.logger - DEBUG - Fine-tuning complete. Launching prediction... 
2026-02-11 13:39:16,638 - VisQ_Inference - INFO - Predict with Uncertainty triggered. n_samples=20
2026-02-11 13:39:16,638 - VisQ_Inference - DEBUG - --- PREPROCESSING START ---
2026-02-11 13:39:16,638 - VisQ_Inference - DEBUG - Input DataFrame Shape: (1, 22)
2026-02-11 13:39:16,638 - VisQ_Inference - DEBUG - Input DataFrame Columns: ['ID', 'Protein_type', 'Protein_class_type', 'kP', 'MW', 'PI_mean', 'PI_range', 'Protein_conc', 'Temperature', 'Buffer_type', 'Buffer_pH', 'Buffer_conc', 'Salt_type', 'Salt_conc', 'Stabilizer_type', 'Stabilizer_conc', 'Surfactant_type', 'Surfactant_conc', 'Excipient_type', 'Excipient_conc', 'C_Class', 'HCI']
2026-02-11 13:39:16,639 - VisQ_Inference - DEBUG - Protein_conc stats - Min: 134.0, Max: 134.0, Dtype: float64
2026-02-11 13:39:16,640 - VisQ_Inference - DEBUG - Protein_class_type sample: ['Fc-Fusion']
2026-02-11 13:39:16,643 - VisQ_Inference - DEBUG - Computing physics features...
2026-02-11 13:39:16,644 - VisQ_Inference - WARNING - Missing features filled with 0.0: ['ID', 'Viscosity_100', 'Viscosity_1000', 'Viscosity_10000', 'Viscosity_100000', 'Viscosity_15000000']
2026-02-11 13:39:16,647 - VisQ_Inference - DEBUG - Static features transformed shape: (1, 71)
2026-02-11 13:39:16,649 - VisQ_Inference - DEBUG - Final Tensor Shapes -> Static: torch.Size([1, 5, 71]), Shear: torch.Size([1, 5, 1]), Visc: torch.Size([1, 5, 1])
2026-02-11 13:39:16,654 - VisQ_Inference - INFO - Uncertainty calculation complete.
2026-02-11 13:39:16,655 - QATCH.logger - DEBUG - Processing prediction results! 
2026-02-11 13:39:16,655 - QATCH.logger - DEBUG - VP=[     15.849      14.533      13.652      11.469      6.9574], {'std': array([     2.0594,      1.4089,      1.1616,      1.3157,      0.8508], dtype=float32), 'lower_ci': array([     12.455,      11.554,       11.93,      9.2726,      5.3418], dtype=float32), 'upper_ci': array([     19.071,      16.574,      15.592,       13.57,      8.3176], dtype=float32)} 
2026-02-11 13:39:16,657 - matplotlib.font_manager - DEBUG - findfont: Matching sans\-serif:style=normal:variant=normal:weight=normal:stretch=normal:size=10.0.
2026-02-11 13:39:16,657 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='C:\\Users\\QATCH\\miniconda3\\envs\\nanovis\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSansMono.ttf', name='DejaVu Sans Mono', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
2026-02-11 13:39:16,658 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='C:\\Users\\QATCH\\miniconda3\\envs\\nanovis\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXSizFiveSymReg.ttf', name='STIXSizeFiveSym', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
2026-02-11 13:39:16,658 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='C:\\Users\\QATCH\\miniconda3\\envs\\nanovis\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\cmb10.ttf', name='cmb10', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
2026-02-11 13:39:16,658 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='C:\\Users\\QATCH\\miniconda3\\envs\\nanovis\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\cmtt10.ttf', name='cmtt10', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
2026-02-11 13:39:16,658 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='C:\\Users\\QATCH\\miniconda3\\envs\\nanovis\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXSizFourSymBol.ttf', name='STIXSizeFourSym', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
2026-02-11 13:39:16,658 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='C:\\Users\\QATCH\\miniconda3\\envs\\nanovis\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSans.ttf', name='DejaVu Sans', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 0.05
2026-02-11 13:39:16,658 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='C:\\Users\\QATCH\\miniconda3\\envs\\nanovis\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSans-BoldOblique.ttf', name='DejaVu Sans', style='oblique', variant='normal', weight=700, stretch='normal', size='scalable')) = 1.335
2026-02-11 13:39:16,658 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='C:\\Users\\QATCH\\miniconda3\\envs\\nanovis\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSerif-BoldItalic.ttf', name='DejaVu Serif', style='italic', variant='normal', weight=700, stretch='normal', size='scalable')) = 11.335
2026-02-11 13:39:16,658 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='C:\\Users\\QATCH\\miniconda3\\envs\\nanovis\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSansMono-Bold.ttf', name='DejaVu Sans Mono', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
2026-02-11 13:39:16,659 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='C:\\Users\\QATCH\\miniconda3\\envs\\nanovis\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\cmex10.ttf', name='cmex10', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
2026-02-11 13:39:16,659 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='C:\\Users\\QATCH\\miniconda3\\envs\\nanovis\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\cmr10.ttf', name='cmr10', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
2026-02-11 13:39:16,659 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='C:\\Users\\QATCH\\miniconda3\\envs\\nanovis\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXGeneralBolIta.ttf', name='STIXGeneral', style='italic', variant='normal', weight=700, stretch='normal', size='scalable')) = 11.335
