epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
58,3451.81,0.64398,0.64887,0.9201,0.89154,0.80561,0.86983,0.61561,0.92172,0.91771,0.64871,0.000814495,0.000814495,0.000814495
59,3509.89,0.64587,0.64354,0.92527,0.86461,0.8167,0.86761,0.60856,0.9616,0.91073,0.65944,0.000808389,0.000808389,0.000808389
60,3567.66,0.64055,0.64259,0.91568,0.89783,0.83122,0.88163,0.62151,0.9174,0.8376,0.64064,0.000802208,0.000802208,0.000802208
61,3625.5,0.64698,0.63978,0.91466,0.88425,0.83189,0.87785,0.63136,0.89917,0.85059,0.64461,0.000795954,0.000795954,0.000795954
62,3683.06,0.62206,0.61393,0.91658,0.90262,0.83666,0.88385,0.62945,0.9128,0.86244,0.65541,0.000789628,0.000789628,0.000789628
63,3741.46,0.61065,0.609,0.91101,0.90052,0.82142,0.8831,0.62807,0.93999,0.88722,0.65956,0.000783231,0.000783231,0.000783231
64,3799.86,0.59631,0.57761,0.90763,0.90001,0.83313,0.87343,0.63064,0.90559,0.81668,0.64114,0.000776766,0.000776766,0.000776766
65,3857.73,0.61864,0.58664,0.91578,0.89274,0.81567,0.86267,0.61218,0.92038,0.88037,0.66114,0.000770234,0.000770234,0.000770234
66,3915.21,0.59321,0.58409,0.91025,0.90099,0.81851,0.88467,0.62408,0.91686,0.8701,0.6627,0.000763637,0.000763637,0.000763637
67,3973.06,0.59422,0.58397,0.90494,0.90984,0.80589,0.87399,0.62406,0.92742,0.85422,0.66355,0.000756976,0.000756976,0.000756976
68,4030.56,0.59789,0.56025,0.90896,0.87166,0.82584,0.8764,0.62984,0.92065,0.86844,0.64534,0.000750252,0.000750252,0.000750252
69,4089.01,0.59357,0.57084,0.90768,0.91835,0.80762,0.88171,0.63182,0.89783,0.85083,0.64212,0.000743468,0.000743468,0.000743468
70,4147.7,0.60234,0.56501,0.9129,0.91172,0.82577,0.87022,0.61547,0.95532,0.80774,0.67005,0.000736625,0.000736625,0.000736625
71,4205.76,0.6028,0.55767,0.90921,0.90507,0.81325,0.88354,0.62489,0.93845,0.85082,0.66505,0.000729725,0.000729725,0.000729725
72,4263.55,0.59164,0.56015,0.90985,0.91413,0.82396,0.88117,0.61491,0.94798,0.84353,0.66808,0.00072277,0.00072277,0.00072277
73,4321.18,0.57687,0.54445,0.90565,0.8974,0.83122,0.8781,0.62904,0.93035,0.8373,0.66116,0.000715761,0.000715761,0.000715761
74,4378.85,0.55961,0.53467,0.90228,0.92042,0.83666,0.88473,0.63437,0.94109,0.82785,0.66491,0.0007087,0.0007087,0.0007087
75,4436.76,0.55019,0.50025,0.89865,0.89621,0.83054,0.86969,0.63222,0.89116,0.93645,0.6385,0.000701588,0.000701588,0.000701588
76,4495.49,0.57775,0.51036,0.89928,0.90724,0.83427,0.87358,0.60561,0.95524,0.79816,0.67175,0.000694428,0.000694428,0.000694428
77,4553.42,0.54538,0.48664,0.89768,0.89079,0.84378,0.87437,0.61855,0.96919,0.81189,0.67232,0.000687222,0.000687222,0.000687222
78,4611.31,0.59015,0.49348,0.90205,0.89284,0.84211,0.87622,0.61098,0.9534,0.82022,0.66567,0.00067997,0.00067997,0.00067997
79,4669,0.53792,0.47647,0.89454,0.88173,0.85118,0.87213,0.62531,0.97365,0.78338,0.68841,0.000672675,0.000672675,0.000672675
80,4726.86,0.53852,0.48181,0.89053,0.89557,0.84044,0.87305,0.60822,0.9836,0.80801,0.68823,0.000665339,0.000665339,0.000665339
81,4784.6,0.5281,0.47913,0.89457,0.89896,0.84211,0.88342,0.63241,0.96038,0.86348,0.67932,0.000657963,0.000657963,0.000657963
82,4843.5,0.543,0.48484,0.90067,0.90401,0.82046,0.87533,0.62135,0.97179,0.80776,0.6809,0.00065055,0.00065055,0.00065055
83,4902.05,0.51411,0.46085,0.89223,0.90865,0.82759,0.87572,0.61775,0.9715,0.81393,0.68691,0.000643101,0.000643101,0.000643101
84,4959.91,0.5835,0.47862,0.89878,0.90331,0.83082,0.87701,0.62097,0.94527,0.78779,0.67554,0.000635617,0.000635617,0.000635617
85,5017.83,0.58905,0.46047,0.90192,0.89466,0.83848,0.87444,0.61238,0.97029,0.79789,0.68117,0.000628101,0.000628101,0.000628101
86,5075.84,0.59757,0.45855,0.90311,0.90924,0.83631,0.87583,0.61124,0.97132,0.78535,0.69335,0.000620555,0.000620555,0.000620555
87,5142.32,0.50533,0.42259,0.88933,0.89921,0.83485,0.86674,0.62019,0.98737,0.81036,0.69904,0.000612981,0.000612981,0.000612981
88,5209.22,0.48335,0.40381,0.8854,0.89324,0.84936,0.87951,0.61871,0.98337,0.78585,0.69467,0.00060538,0.00060538,0.00060538
89,5275.55,0.49453,0.41417,0.88383,0.91088,0.83474,0.88353,0.62928,0.94353,0.81518,0.67451,0.000597754,0.000597754,0.000597754
90,5342.19,0.48059,0.39701,0.88517,0.89604,0.8291,0.86483,0.6016,0.96206,0.84382,0.68698,0.000590105,0.000590105,0.000590105
91,5409.32,0.4706,0.3966,0.88575,0.86597,0.84755,0.87047,0.61851,0.97555,0.81835,0.69658,0.000582435,0.000582435,0.000582435
92,5476.33,0.47284,0.40141,0.87799,0.90284,0.82638,0.88448,0.63359,0.96371,0.85009,0.67907,0.000574746,0.000574746,0.000574746
93,5543.63,0.47438,0.38523,0.87795,0.90623,0.81851,0.87987,0.6251,0.98185,0.79479,0.69984,0.00056704,0.00056704,0.00056704
94,5610.85,0.46863,0.39378,0.88196,0.9022,0.8294,0.87408,0.61534,0.98501,0.84351,0.69313,0.000559318,0.000559318,0.000559318
95,5677.71,0.47402,0.37865,0.87679,0.88641,0.84574,0.87031,0.61697,0.99833,0.8125,0.71404,0.000551584,0.000551584,0.000551584
96,5737.09,0.51455,0.39391,0.89059,0.89153,0.8353,0.86735,0.62404,0.96891,0.79033,0.68937,0.000543837,0.000543837,0.000543837
97,5796.11,0.4857,0.37449,0.88375,0.88938,0.82033,0.85268,0.6066,0.96913,0.88493,0.69324,0.000536081,0.000536081,0.000536081
98,5854.72,0.5059,0.37001,0.88432,0.89682,0.85179,0.87911,0.61481,0.98537,0.79836,0.70494,0.000528318,0.000528318,0.000528318
99,5915.03,0.50645,0.37716,0.88703,0.91874,0.82759,0.87634,0.6223,0.98702,0.87784,0.70863,0.000520548,0.000520548,0.000520548
100,5974.74,0.46194,0.35265,0.8748,0.91553,0.82622,0.86115,0.60636,0.97028,0.93495,0.70572,0.000512775,0.000512775,0.000512775
101,6033.63,0.42993,0.33967,0.86789,0.9031,0.83848,0.87684,0.62506,0.99913,0.90191,0.72809,0.000505,0.000505,0.000505
102,6092.33,0.46589,0.36129,0.87731,0.89672,0.83518,0.87512,0.62102,1.00074,0.86148,0.71147,0.000497225,0.000497225,0.000497225
103,6151.19,0.43102,0.34423,0.87121,0.87742,0.83138,0.86008,0.61369,0.98953,0.9647,0.71719,0.000489452,0.000489452,0.000489452
104,6209.9,0.43726,0.33735,0.87256,0.87661,0.85101,0.87434,0.62297,0.99463,0.87004,0.71586,0.000481682,0.000481682,0.000481682
105,6269.84,0.42395,0.33328,0.86854,0.91781,0.82033,0.8779,0.63179,1.02538,0.86646,0.72337,0.000473919,0.000473919,0.000473919
106,6329.99,0.41477,0.32757,0.86854,0.90651,0.83848,0.87597,0.62101,1.0058,0.83905,0.71514,0.000466163,0.000466163,0.000466163
107,6388.96,0.41113,0.31453,0.867,0.88931,0.85481,0.87342,0.61339,1.01043,0.81265,0.72961,0.000458416,0.000458416,0.000458416
108,6447.64,0.42375,0.31996,0.8709,0.87257,0.85118,0.87477,0.6232,1.00755,0.82578,0.72462,0.000450682,0.000450682,0.000450682
109,6506.7,0.42609,0.32699,0.86828,0.88487,0.85087,0.86646,0.60686,1.01394,0.81444,0.71349,0.00044296,0.00044296,0.00044296
110,6565.25,0.40497,0.31662,0.86532,0.89038,0.84027,0.87066,0.60582,1.05744,0.84933,0.75061,0.000435254,0.000435254,0.000435254
111,6625.09,0.40529,0.31235,0.86757,0.8986,0.81851,0.87638,0.61212,1.02572,0.88512,0.73929,0.000427565,0.000427565,0.000427565
112,6684.92,0.39881,0.31198,0.86844,0.9039,0.83646,0.87663,0.61339,1.00981,0.80207,0.73491,0.000419895,0.000419895,0.000419895
113,6743.92,0.40432,0.30484,0.87239,0.89909,0.85705,0.8756,0.62511,1.00926,0.78664,0.74025,0.000412246,0.000412246,0.000412246
114,6802.52,0.38877,0.29302,0.86724,0.88266,0.86207,0.87799,0.62334,1.0063,0.83511,0.7353,0.00040462,0.00040462,0.00040462
115,6861.52,0.39287,0.2942,0.86806,0.90216,0.84211,0.87893,0.62475,1.01376,0.81063,0.73393,0.000397019,0.000397019,0.000397019
116,6920.27,0.41046,0.30502,0.8665,0.89071,0.84308,0.86659,0.6084,1.0058,0.7995,0.72971,0.000389445,0.000389445,0.000389445
117,6979.96,0.43361,0.30965,0.87095,0.91068,0.83272,0.87843,0.62669,0.99638,0.8766,0.73143,0.000381899,0.000381899,0.000381899
118,7039.96,0.384,0.28914,0.85827,0.91743,0.82577,0.87888,0.62428,1.00093,0.877,0.72771,0.000374383,0.000374383,0.000374383
119,7098.67,0.36349,0.28239,0.85642,0.91963,0.84029,0.88087,0.62152,1.02321,0.84071,0.74581,0.000366899,0.000366899,0.000366899
120,7161.33,0.3724,0.28193,0.86389,0.92808,0.8294,0.88236,0.63136,0.98404,0.90695,0.71939,0.00035945,0.00035945,0.00035945
121,7228.11,0.36053,0.27263,0.85906,0.9154,0.83666,0.88187,0.62401,1.02196,0.85302,0.73798,0.000352037,0.000352037,0.000352037
122,7294.81,0.36114,0.27186,0.86071,0.91229,0.8294,0.86999,0.62353,0.99621,0.90828,0.71977,0.000344661,0.000344661,0.000344661
