epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
36,986.661,0.71564,1.37686,0.004,0.63071,0.62985,0.66179,0.31376,1.67204,1.50565,0.02703,0.00174571,0.00174571,0.00174571
37,1013.35,0.72745,1.37918,0.004,0.59576,0.62027,0.60858,0.2502,1.88698,1.68377,0.03399,0.00173168,0.00173168,0.00173168
38,1040,0.72567,1.3643,0.00475,0.63182,0.6127,0.62616,0.29581,1.67719,1.73497,0.02986,0.00171733,0.00171733,0.00171733
39,1066.8,0.72258,1.35035,0.00397,0.63774,0.5885,0.61903,0.29945,1.56663,1.68792,0.02669,0.00170267,0.00170267,0.00170267
40,1093.43,0.71399,1.36155,0.00394,0.59214,0.57539,0.6001,0.2944,1.58864,1.61331,0.02785,0.0016877,0.0016877,0.0016877
41,1120.08,0.73126,1.35703,0.0038,0.63178,0.61069,0.63326,0.30854,1.66381,1.60967,0.02918,0.00167244,0.00167244,0.00167244
42,1146.85,0.70361,1.35834,0.00403,0.63099,0.62027,0.65135,0.32122,1.60204,1.55368,0.02778,0.00165689,0.00165689,0.00165689
43,1173.57,0.69868,1.34993,0.00376,0.6346,0.6043,0.63815,0.2939,1.78134,1.92479,0.03236,0.00164105,0.00164105,0.00164105
44,1200.28,0.69136,1.3911,0.00372,0.63975,0.63389,0.64881,0.31904,1.53572,1.59469,0.02831,0.00162494,0.00162494,0.00162494
45,1227.59,0.72183,1.34056,0.00388,0.67552,0.6233,0.66176,0.30595,1.76218,1.6099,0.03375,0.00160855,0.00160855,0.00160855
46,1254.23,0.69541,1.33008,0.00394,0.63346,0.60918,0.64422,0.30193,1.78241,1.58071,0.03172,0.00159191,0.00159191,0.00159191
47,1280.88,0.68512,1.33434,0.00394,0.67371,0.61271,0.67257,0.30802,1.7934,1.51232,0.03254,0.00157501,0.00157501,0.00157501
48,1307.53,0.69823,1.35034,0.00416,0.66358,0.64347,0.68148,0.3241,1.67164,1.7433,0.03073,0.00155786,0.00155786,0.00155786
49,1334.07,0.68754,1.34191,0.00362,0.63696,0.65658,0.67447,0.34395,1.53867,1.55154,0.02758,0.00154047,0.00154047,0.00154047
50,1360.88,0.69886,1.31286,0.004,0.66379,0.65759,0.68267,0.35314,1.55446,1.61869,0.02653,0.00152285,0.00152285,0.00152285
51,1387.62,0.68893,1.32582,0.00393,0.65272,0.63439,0.67366,0.32028,1.76789,1.49629,0.03024,0.001505,0.001505,0.001505
52,1414.29,0.69143,1.30716,0.00386,0.66303,0.61876,0.65811,0.31807,1.72367,1.58503,0.03048,0.00148694,0.00148694,0.00148694
53,1441.15,0.69306,1.29588,0.00348,0.64326,0.62742,0.66728,0.34337,1.55478,1.6378,0.02876,0.00146866,0.00146866,0.00146866
54,1468.12,0.68773,1.27207,0.00311,0.63868,0.65964,0.67596,0.3289,1.64566,1.57775,0.02943,0.00145019,0.00145019,0.00145019
55,1494.93,0.66876,1.31918,0.0035,0.67042,0.63702,0.6871,0.32854,1.71829,1.49616,0.03158,0.00143152,0.00143152,0.00143152
56,1521.67,0.69425,1.27259,0.00356,0.64536,0.67266,0.69023,0.33004,1.69046,1.50028,0.03049,0.00141267,0.00141267,0.00141267
57,1548.69,0.70537,1.27634,0.00332,0.63139,0.67272,0.6902,0.32041,1.82651,1.36797,0.03133,0.00139364,0.00139364,0.00139364
58,1575.45,0.69871,1.26674,0.00351,0.67071,0.63582,0.69441,0.33248,1.70139,1.40876,0.02929,0.00137444,0.00137444,0.00137444
59,1602.11,0.68299,1.25444,0.00344,0.66843,0.65255,0.71026,0.33607,1.75817,1.33982,0.02968,0.00135509,0.00135509,0.00135509
60,1629.09,0.69277,1.26881,0.0034,0.67366,0.64333,0.6886,0.34074,1.6393,1.50278,0.02791,0.00133558,0.00133558,0.00133558
61,1655.93,0.6856,1.26316,0.00367,0.62129,0.63843,0.6655,0.3358,1.62441,1.46569,0.02883,0.00131593,0.00131593,0.00131593
62,1682.62,0.67805,1.25599,0.00333,0.63548,0.65408,0.67428,0.33296,1.68476,1.44862,0.02993,0.00129614,0.00129614,0.00129614
63,1709.41,0.6717,1.24003,0.00351,0.66154,0.64196,0.6826,0.3414,1.65373,1.48035,0.02982,0.00127623,0.00127623,0.00127623
64,1736.58,0.67801,1.2258,0.00301,0.63152,0.62935,0.65298,0.32507,1.60011,1.45383,0.02704,0.0012562,0.0012562,0.0012562
65,1763.3,0.65803,1.24726,0.00334,0.71715,0.67125,0.72359,0.36102,1.6255,1.41507,0.02829,0.00123607,0.00123607,0.00123607
66,1790.07,0.67232,1.20807,0.0033,0.66141,0.647,0.67487,0.33475,1.63671,1.4246,0.02919,0.00121583,0.00121583,0.00121583
67,1816.57,0.66692,1.20151,0.00311,0.65164,0.65356,0.69732,0.35182,1.62605,1.45171,0.0284,0.00119551,0.00119551,0.00119551
68,1846.23,0.67421,1.21758,0.00328,0.58244,0.66213,0.61926,0.29561,1.63166,1.63163,0.03069,0.0011751,0.0011751,0.0011751
69,1877.36,0.65682,1.22567,0.00304,0.59648,0.66415,0.64746,0.3223,1.61565,1.54613,0.02795,0.00115462,0.00115462,0.00115462
70,1908.51,0.64054,1.20852,0.0029,0.56387,0.67937,0.63317,0.31642,1.60872,1.57209,0.02835,0.00113408,0.00113408,0.00113408
71,1939.53,0.66501,1.17348,0.00285,0.66489,0.69239,0.72638,0.36713,1.6318,1.39665,0.02839,0.00111348,0.00111348,0.00111348
72,1970.32,0.66706,1.16422,0.00291,0.69939,0.71256,0.75441,0.38656,1.57124,1.3665,0.02738,0.00109284,0.00109284,0.00109284
73,2001.82,0.65248,1.17481,0.00295,0.66682,0.6984,0.71276,0.36953,1.57599,1.39315,0.02649,0.00107216,0.00107216,0.00107216
74,2033,0.6678,1.14925,0.00279,0.65334,0.6976,0.70495,0.34143,1.66722,1.41804,0.02951,0.00105146,0.00105146,0.00105146
75,2064.11,0.66293,1.16246,0.00314,0.70845,0.67518,0.72722,0.36955,1.60598,1.44921,0.02725,0.00103073,0.00103073,0.00103073
76,2095.09,0.66002,1.14624,0.00294,0.69102,0.69586,0.74336,0.38833,1.56461,1.41308,0.02718,0.00101,0.00101,0.00101
77,2126.57,0.64757,1.15348,0.00277,0.73569,0.69763,0.76054,0.39562,1.60706,1.37542,0.02765,0.000989267,0.000989267,0.000989267
78,2158.14,0.62227,1.15193,0.00272,0.68746,0.70852,0.72932,0.37189,1.65474,1.40305,0.02831,0.000968543,0.000968543,0.000968543
79,2189.37,0.65262,1.13241,0.00256,0.71718,0.68799,0.75303,0.39186,1.594,1.38913,0.02798,0.000947837,0.000947837,0.000947837
80,2220.73,0.63683,1.11787,0.00267,0.72951,0.7154,0.76003,0.39676,1.59594,1.35768,0.02789,0.000927159,0.000927159,0.000927159
81,2251.7,0.64161,1.1132,0.0027,0.70147,0.71926,0.74916,0.38259,1.64374,1.37924,0.02829,0.000906517,0.000906517,0.000906517
82,2284.14,0.6363,1.10888,0.00254,0.74335,0.7055,0.77442,0.40473,1.57054,1.4449,0.02655,0.00088592,0.00088592,0.00088592
83,2319.54,0.63539,1.09476,0.0024,0.77291,0.72259,0.7899,0.41911,1.59256,1.25333,0.02729,0.000865378,0.000865378,0.000865378
84,2351.02,0.658,1.06631,0.00263,0.72288,0.70903,0.76294,0.40459,1.54944,1.41092,0.02659,0.000844899,0.000844899,0.000844899
85,2381.74,0.6528,1.07357,0.00273,0.72575,0.69491,0.75334,0.40112,1.55181,1.33805,0.02539,0.000824492,0.000824492,0.000824492
86,2412.35,0.64315,1.0601,0.00247,0.73812,0.69289,0.77322,0.41766,1.544,1.31296,0.02664,0.000804167,0.000804167,0.000804167
87,2443.33,0.64746,1.0661,0.00272,0.73468,0.69743,0.7772,0.40705,1.61887,1.31813,0.02789,0.000783933,0.000783933,0.000783933
88,2474.24,0.63612,1.03063,0.00242,0.7465,0.73656,0.79366,0.4296,1.5357,1.20751,0.02471,0.000763797,0.000763797,0.000763797
89,2505.44,0.6317,1.03596,0.00244,0.75547,0.71054,0.78955,0.42169,1.5944,1.20021,0.02668,0.000743769,0.000743769,0.000743769
90,2536.28,0.63771,1.04549,0.00263,0.701,0.72476,0.75363,0.3961,1.59438,1.33101,0.0272,0.000723859,0.000723859,0.000723859
91,2566.91,0.63076,1.02155,0.00247,0.7282,0.71861,0.77158,0.4184,1.55815,1.31088,0.02678,0.000704073,0.000704073,0.000704073
92,2597.75,0.63233,0.98658,0.00225,0.7571,0.71962,0.79341,0.42382,1.59266,1.2687,0.02698,0.000684422,0.000684422,0.000684422
93,2628.25,0.63806,0.99492,0.00219,0.78204,0.72617,0.81405,0.43612,1.58296,1.22818,0.02625,0.000664914,0.000664914,0.000664914
94,2659.04,0.62729,0.98603,0.0024,0.77178,0.75375,0.82307,0.44432,1.57671,1.13171,0.02543,0.000645557,0.000645557,0.000645557
95,2689.72,0.62251,0.97633,0.00246,0.74626,0.7223,0.80183,0.42927,1.61469,1.1634,0.02711,0.00062636,0.00062636,0.00062636
96,2720.53,0.64386,0.96912,0.00232,0.77947,0.75542,0.82277,0.44074,1.59461,1.22236,0.02638,0.000607331,0.000607331,0.000607331
97,2752.27,0.6341,0.93879,0.00228,0.75321,0.76046,0.80917,0.43161,1.6278,1.20242,0.0271,0.000588479,0.000588479,0.000588479
98,2785.17,0.6162,0.92593,0.00236,0.73581,0.75996,0.80279,0.44392,1.5645,1.18206,0.02604,0.000569811,0.000569811,0.000569811
99,2817.29,0.64997,0.90186,0.0023,0.75916,0.75346,0.81564,0.4467,1.57749,1.14424,0.02578,0.000551337,0.000551337,0.000551337
100,2849.32,0.62264,0.89656,0.00231,0.78187,0.75916,0.82851,0.46925,1.51257,1.12175,0.02436,0.000533064,0.000533064,0.000533064
101,2880.33,0.63606,0.89562,0.00226,0.76067,0.76774,0.82707,0.47713,1.45754,1.13309,0.02346,0.000515,0.000515,0.000515
102,2911.07,0.6351,0.87962,0.00233,0.78721,0.76114,0.83321,0.46661,1.50926,1.17485,0.02465,0.000497153,0.000497153,0.000497153
103,2942.13,0.62481,0.86211,0.00215,0.75847,0.75537,0.81854,0.46176,1.51064,1.14565,0.02471,0.000479531,0.000479531,0.000479531
104,2972.94,0.63035,0.8529,0.00211,0.781,0.74685,0.82486,0.46428,1.52702,1.11193,0.02497,0.000462142,0.000462142,0.000462142
105,3003.8,0.62887,0.84743,0.00229,0.75508,0.73928,0.80771,0.44301,1.59453,1.14495,0.02574,0.000444994,0.000444994,0.000444994
106,3034.52,0.64559,0.81563,0.00219,0.73429,0.73441,0.80942,0.45009,1.55807,1.10906,0.02441,0.000428093,0.000428093,0.000428093
107,3065.49,0.63963,0.79637,0.00229,0.77943,0.73323,0.83329,0.47572,1.49945,1.09726,0.02383,0.000411447,0.000411447,0.000411447
108,3096.18,0.62139,0.78996,0.00212,0.79334,0.75593,0.84394,0.47557,1.5487,1.08612,0.02463,0.000395064,0.000395064,0.000395064
109,3127.39,0.63116,0.78648,0.00214,0.77842,0.74836,0.83631,0.46016,1.59915,1.0843,0.02559,0.00037895,0.00037895,0.00037895
110,3158.08,0.62459,0.78122,0.00216,0.7719,0.76281,0.83329,0.45563,1.61481,1.09775,0.02653,0.000363114,0.000363114,0.000363114
111,3189.45,0.62461,0.75398,0.00204,0.77567,0.76026,0.84031,0.46879,1.5751,1.07127,0.02585,0.000347561,0.000347561,0.000347561
112,3220.3,0.62581,0.75032,0.00206,0.77765,0.74075,0.83522,0.47347,1.52877,1.06667,0.02373,0.000332298,0.000332298,0.000332298
113,3251.15,0.62502,0.74548,0.002,0.76778,0.77197,0.8465,0.47578,1.566,1.03911,0.02505,0.000317333,0.000317333,0.000317333
114,3281.82,0.61161,0.72008,0.00198,0.78803,0.76551,0.84748,0.47749,1.58201,1.01963,0.02526,0.000302672,0.000302672,0.000302672
115,3312.85,0.61767,0.72192,0.00201,0.77265,0.74381,0.83008,0.46776,1.55551,1.0763,0.02494,0.000288321,0.000288321,0.000288321
116,3343.67,0.62167,0.73896,0.00195,0.74798,0.76631,0.83328,0.46554,1.6059,1.03376,0.02566,0.000274287,0.000274287,0.000274287
117,3374.44,0.61275,0.7147,0.00195,0.7614,0.75744,0.8331,0.46463,1.60936,1.05003,0.02557,0.000260575,0.000260575,0.000260575
118,3404.8,0.61745,0.69213,0.00192,0.74481,0.76198,0.82964,0.46633,1.57494,1.06,0.02448,0.000247192,0.000247192,0.000247192
119,3435.68,0.59729,0.68223,0.002,0.75158,0.77307,0.83095,0.47882,1.5282,1.06989,0.02412,0.000234143,0.000234143,0.000234143
120,3466.42,0.60325,0.65629,0.00187,0.76295,0.76283,0.83568,0.4765,1.56351,1.03705,0.02407,0.000221435,0.000221435,0.000221435
121,3497.3,0.60954,0.67641,0.0019,0.77007,0.74988,0.83559,0.47682,1.57757,1.02587,0.0247,0.000209073,0.000209073,0.000209073
122,3528.19,0.59949,0.66212,0.00182,0.77767,0.78064,0.85048,0.49149,1.54647,1.00379,0.02423,0.000197062,0.000197062,0.000197062
123,3559.04,0.59943,0.63668,0.00184,0.78098,0.77141,0.84627,0.48137,1.59097,1.02275,0.02513,0.000185408,0.000185408,0.000185408
124,3590.74,0.58747,0.6443,0.00178,0.78377,0.75492,0.84575,0.48746,1.5712,1.03284,0.02483,0.000174115,0.000174115,0.000174115
125,3621.87,0.59048,0.64991,0.00176,0.78075,0.75189,0.84437,0.49006,1.55753,1.01832,0.02458,0.000163189,0.000163189,0.000163189
126,3652.98,0.58254,0.63546,0.00181,0.78757,0.75996,0.85304,0.48979,1.57718,1.01678,0.02497,0.000152635,0.000152635,0.000152635
127,3684.34,0.60828,0.61953,0.00181,0.78693,0.77963,0.86465,0.49816,1.57355,0.98925,0.0252,0.000142456,0.000142456,0.000142456
128,3715.52,0.5709,0.63464,0.00176,0.79272,0.78301,0.86495,0.50036,1.56905,0.99668,0.02533,0.000132658,0.000132658,0.000132658
129,3746.67,0.57987,0.59701,0.00178,0.7915,0.79123,0.8685,0.50238,1.57004,0.9864,0.02525,0.000123245,0.000123245,0.000123245
130,3777.56,0.57986,0.59419,0.00176,0.78243,0.79425,0.8638,0.5,1.57053,0.98149,0.02487,0.000114221,0.000114221,0.000114221
131,3808.56,0.59212,0.60171,0.00176,0.77417,0.79677,0.85558,0.49752,1.55633,1.005,0.02456,0.00010559,0.00010559,0.00010559
132,3840.26,0.58066,0.59904,0.0017,0.76327,0.79375,0.85297,0.50147,1.53926,0.9995,0.02426,9.73555e-05,9.73555e-05,9.73555e-05
133,3871.37,0.57556,0.57631,0.00171,0.79741,0.78316,0.8613,0.50566,1.53888,0.9883,0.02418,8.95213e-05,8.95213e-05,8.95213e-05
134,3902.48,0.573,0.57155,0.00174,0.80374,0.77559,0.86342,0.50481,1.54942,0.98239,0.02436,8.20908e-05,8.20908e-05,8.20908e-05
135,3933.5,0.57155,0.56158,0.00166,0.80768,0.78149,0.86924,0.51385,1.53682,0.96042,0.02394,7.50674e-05,7.50674e-05,7.50674e-05
136,3964.5,0.56858,0.56288,0.00168,0.80472,0.77929,0.86691,0.51075,1.53499,0.9639,0.02386,6.8454e-05,6.8454e-05,6.8454e-05
137,3995.61,0.57057,0.55214,0.0017,0.80346,0.77928,0.86634,0.50846,1.54148,0.97437,0.02399,6.22537e-05,6.22537e-05,6.22537e-05
138,4026.64,0.57448,0.5611,0.00168,0.79423,0.77912,0.86323,0.50615,1.54126,0.98643,0.02397,5.64691e-05,5.64691e-05,5.64691e-05
139,4058.13,0.57267,0.56703,0.00166,0.79053,0.77509,0.85905,0.50423,1.53415,1.0037,0.02401,5.11027e-05,5.11027e-05,5.11027e-05
140,4089.4,0.56508,0.55719,0.00163,0.79697,0.77761,0.86235,0.50479,1.53454,0.99191,0.02398,4.61569e-05,4.61569e-05,4.61569e-05
141,4142.54,0.55822,0.56176,0.00164,0.80086,0.7727,0.86186,0.50818,1.52971,0.98278,0.02379,4.16339e-05,4.16339e-05,4.16339e-05
142,4173.86,0.58136,0.55411,0.00167,0.80177,0.77912,0.8658,0.51057,1.52834,0.97331,0.02364,3.75356e-05,3.75356e-05,3.75356e-05
143,4204.82,0.55603,0.55923,0.00161,0.80899,0.77744,0.86724,0.51058,1.52963,0.97068,0.0237,3.38639e-05,3.38639e-05,3.38639e-05
144,4236.09,0.55181,0.54416,0.00157,0.81372,0.78643,0.86936,0.51095,1.53052,0.97279,0.02375,3.06204e-05,3.06204e-05,3.06204e-05
145,4267.02,0.56411,0.55817,0.00166,0.80289,0.79375,0.86913,0.51155,1.52778,0.97495,0.02386,2.78064e-05,2.78064e-05,2.78064e-05
146,4298.27,0.56065,0.5465,0.0016,0.80768,0.79476,0.87036,0.51279,1.534,0.97007,0.02401,2.54233e-05,2.54233e-05,2.54233e-05
147,4329.68,0.56295,0.56196,0.00165,0.80699,0.79123,0.87253,0.51388,1.53665,0.95947,0.02413,2.34721e-05,2.34721e-05,2.34721e-05
148,4360.56,0.56204,0.5386,0.00159,0.81425,0.78919,0.87399,0.51342,1.54509,0.95455,0.02417,2.19535e-05,2.19535e-05,2.19535e-05
149,4392.03,0.55734,0.53813,0.00162,0.80709,0.79173,0.8735,0.51415,1.54211,0.95589,0.0241,2.08684e-05,2.08684e-05,2.08684e-05
150,4423.42,0.55698,0.54812,0.00161,0.80636,0.79223,0.87421,0.51484,1.54313,0.95347,0.02405,2.02171e-05,2.02171e-05,2.02171e-05
