Low,High
46.97639052,22.89453247
46.7572629,22.76505392
47.21821854,23.12934641
46.44401561,23.6156733
46.65976557,23.50138081
46.44401561,22.85586656
46.90423595,23.10586656
47.23035266,23.38690537
47.11068227,23.28981417
46.99082033,23.53981417
46.9930989,23.37190226
47.43415642,23.24966059
46.86052331,23.37934641
48.21065003,23.50882496
47.77103025,23.01505392
46.98076928,23.37190226
47.2129286,23.50138081
47.34035541,23.51505392
47.12017382,23.1353681
46.78684049,23.26505392
46.90423595,23.26505392
46.66717011,23.127741
46.66717011,23.29586018
47.11068227,23.31831936
46.87323696,23.28005703
47.20409986,23.40057847
47.64743595,23.27089266
48.33051197,23.3853681
48.1145741,23.51505392
47.77349674,23.51505392
46.99926565,23.51505392
47.11684902,23.15057847
47.56966149,23.40057847
47.23035266,23.40057847
46.8947444,23.12537841
46.88735169,23.25506422
46.76748975,23.53005703
47.10082308,23.61191256
46.99082033,23.50742681
47.55150247,23.53218707
47.53458268,23.88690537
47.86318591,23.65057847
47.64743595,23.65057847
47.98430978,23.61953966
47.6536348,23.25506422
47.77349674,23.39040554
47.68705695,23.50506422
46.8947444,23.36953966
47.44154912,23.14804485
47.33808048,23.03338616
46.7648314,23.14804485
46.64458543,23.26252029
46.97791876,23.61953966
48.10536983,23.88454278
48.22542363,23.75506422
47.99803696,23.37537841
48.44154912,23.14804485
48.22422553,23.25506422
48.10683007,23.50506422
47.54398337,23.39804485
47.44790743,23.26835903
47.32804549,23.26835903
47.20799169,23.36677311
47.42392956,23.61677311
46.86318591,23.50229767
46.98076928,23.50229767
46.86791601,23.89040554
47.66470363,23.89040554
47.78456556,24.00506422
46.98356583,23.63454278
47.87076653,23.61953966
47.88488521,23.52089266
48.32804549,23.28338616
47.86691433,23.25229767
47.43415642,23.59410667
46.99082033,23.47963123
47.20409986,23.00795317
47.43415642,23.25795317
47.63967952,23.40370035
47.53358099,23.62537841
47.88735169,23.98222675
47.77734894,23.87537841
47.32149532,23.84410667
47.31689917,23.59410667
47.54730817,23.59410667
48.10821579,23.96421326
47.98076928,24.00294107
47.64990638,24.11723356
47.88735169,23.97148638
47.76748975,23.48708729
47.7572629,23.62261185
47.87465835,23.87261185
48.21065003,23.62261185
47.88735169,23.97963123
47.67141382,23.97963123
47.77488246,23.87261185
47.21131649,24.12261185
47.32149532,23.72963123
47.99082033,24.09670219
48.43415642,23.87537841
48.43415642,23.50795317
48.32415367,23.24271845
47.77488246,23.98708729
47.88735169,23.87261185
48.10082308,23.87805977
47.97035026,23.75795317
48.8773167,24.00795317
48.68108145,23.71899206
48.00474715,23.71899206
48.01441478,24.21421326
47.56141106,24.4353541
47.43149807,24.45095501
47.65482865,24.20095501
47.77488246,23.92508113
47.88735169,23.32365602
47.76748975,23.21663665
47.99082033,23.59673797
47.77734894,23.37805977
48.68108145,23.62805977
48.67368874,23.86497254
48.67368874,24.11497254
48.57723,23.70375734
48.23424448,23.68050436
47.7910842,23.95658616
47.7910842,24.08647957
47.44154912,24.34192748
47.44154912,24.09192748
47.88488521,23.83909866
48.00474715,23.58909866
48.00474715,24.23507914
47.88735169,23.87805977
47.89701932,23.73507914
48.02371508,23.98507914
48.80056058,23.58909866
48.57090261,23.96899206
48.02371508,24.11497254
48.12441753,23.87023692
48.12441753,23.62805977
47.7910842,23.84973782
47.77488246,23.56584568
47.65482865,23.45899734
48.21821854,23.87805977
48.34035541,24.00795317
48.00702207,23.83909866
48.00702207,23.56278319
47.57298629,24.08909866
48.36390106,23.98507914
48.58651543,23.59415512
47.79596442,23.59415512
47.68334891,23.59415512
47.34087703,24.06584568
47.8947444,24.09973782
48.1145741,24.24271845
48.09816474,24.34973782
48.32804549,24.48507914
48.21821854,23.7196365
48.22807773,24.08411194
48.12441753,24.20375734
47.78456556,24.21899206
47.46054742,24.48507914
47.58002655,24.10497782
47.4694947,23.84415512
48.68811046,24.06584568
48.68811046,24.195947
47.8947444,24.33909866
48.1145741,24.43813146
48.23424448,24.18813146
48.32804549,24.34673797
48.44790743,24.08909866
48.23178194,24.35497782
48.00474715,24.36261713
47.90423595,24.2196365
48.35477712,24.2196365
48.24389666,24.45375734
47.35704841,24.20375734
47.4694947,24.07365602
47.46054742,24.32365602
47.68811046,23.96663665
47.33808048,24.32365602
48.11684902,24.32365602
48.23424448,23.60197797
48.32804549,23.60197797
48.56757781,24.10197797
48.45775086,24.24795844
48.57723,24.10497782
48.80056058,24.695947
48.57090261,24.45375734
48.13389391,24.34673797
47.69723439,23.83909866
47.48318924,23.83909866
47.35894114,24.59673797
47.57298629,24.48207929
48.01441478,24.37488861
48.01441478,24.48954729
48.33808048,24.34673797
48.34035541,24.36261713
48.23035266,23.85197797
48.58443509,24.10197797
48.35704841,24.11764887
47.90631962,23.72166839
48.6011896,23.85197797
47.70561298,24.20899734
47.4694947,24.20899734
46.79388075,24.23207929
46.46263109,24.23207929
47.46263109,23.98713575
48.01441478,24.10197797
47.68108145,24.21663665
47.8947444,23.95576381
48.24389666,23.95576381
47.68316512,23.70576381
47.91335988,24.10197797
48.14300326,24.24795844
48.02560781,24.35497782
48.26210081,24.35497782
47.69038175,24.20899734
47.57090261,23.95899734
47.34774811,23.99795844
47.46054742,23.99795844
47.68108145,24.49795844
47.45775086,24.61261713
47.80056058,24.32365602
47.80056058,24.32365602
47.91984876,23.85197797
47.91335988,23.83632707
48.3659814,24.59678299
48.48507895,24.36261713
48.03264807,24.10197797
48.15174561,24.10197797
47.58002655,24.10197797
47.4763366,23.97166839
46.80966993,24.11764887
47.01441478,24.2401356
47.57723,24.20899734
47.80056058,24.21663665
47.35704841,24.36261713
47.58443509,24.36261713
48.15615415,23.85197797
48.15842161,23.70576381
48.94399549,23.95576381
48.49345431,23.95576381
48.25544956,23.81278319
48.26210081,23.91963153
47.46722724,23.81278319
47.46722724,23.85197797
46.80056058,24.21663665
47.12441753,24.07545424
48.02985151,23.82545424
48.02985151,24.0704225
48.13967846,24.0704225
47.80634513,24.69334644
47.4763366,24.32868776
47.3659814,24.18247361
48.26210081,24.07868776
48.04121377,24.07868776
47.35001557,24.29713229
47.58002655,23.96663665
46.67648529,23.85197797
47.1178989,23.82545424
47.13162262,24.07545424
47.00474715,23.96384554
47.68108145,24.32868776
47.69038175,24.19011292
48.03894631,24.08632707
47.91984876,24.70380236
47.4694947,24.05782188
47.25544956,24.42744187
47.69723439,23.81278319
47.59528196,23.85197797
47.35878593,24.10197797
47.2393068,23.72166839
46.56367852,23.47166839
46.78456556,23.95576381
47.01441478,23.70576381
47.13162262,23.82545424
47.58443509,24.35197797
47.80056058,24.20899734
47.91984876,24.17744187
47.91984876,24.68050436
47.80966993,24.06584568
47.4763366,23.81278319
46.80282804,23.68247361
46.81140745,23.72166839
46.58002655,23.57868776
47.01668224,23.90880378
47.00050344,23.93247361
46.64743595,23.94794097
46.88488521,24.21384554
46.78456556,24.35982602
47.46054742,24.07868776
47.35704841,24.44334644
47.69227447,24.19334644
47.69227447,24.08632707
48.03894631,23.70899734
47.3745471,23.81584568
46.80282804,23.46384554
47.3659814,23.56763139
46.2393068,23.81278319
47.01668224,23.94794097
46.88768176,23.94794097
46.66470363,23.81278319
46.89701932,23.56763139
47.46911997,23.71061202
47.26210081,23.57545424
47.71434135,23.68247361
47.47803869,24.40398063
47.81137202,24.03932195
48.03894631,23.68247361
46.90423595,23.57545424
46.46054742,24.06278319
46.35001557,23.56278319
46.23034519,23.8409216
46.55434843,23.98713575
46.99803696,23.98713575
47.56141106,23.47589555
46.90423595,23.46061202
47.03264807,23.93247361
47.03264807,23.94794097
47.69931473,23.70576381
47.24858594,23.8204225
47.23965295,23.8204225
47.69038175,23.94011292
46.90423595,23.07545424
47.01441478,23.70576381
46.35001557,23.45576381
45.99977448,23.71061202
46.6502325,23.46061202
46.54730817,23.57545424
47.14092292,23.57545424
46.92687777,23.8409216
46.92876748,23.5909216
46.81841228,23.71061202
47.3659814,23.82545424
47.24858594,23.69011292
46.79388075,23.44011292
46.79388075,23.69011292
46.57090261,23.57545424
46.10821579,23.45576381
45.76762796,23.56278319
45.76762796,23.71061202
46.78456556,23.60342134
46.79388075,23.36447771
46.58002655,23.36447771
46.71264199,23.57545424
46.04121377,23.95899734
46.14644287,24.08110478
46.58878289,23.56278319
47.35878593,22.94011292
47.35878593,23.19011292
47.23965295,23.19011292
46.45983454,23.20576381
46.7910842,23.20576381
46.22068502,23.07545424
46.32643223,23.32545424
46.79596442,23.07545424
46.69931473,22.96061202
46.58651543,23.46061202
46.59543414,23.5909216
46.82678765,23.5909216
47.16012098,22.95576381
46.35878593,23.45576381
46.90597347,23.21061202
47.25544956,23.33009385
47.35704841,22.94493607
47.01441478,22.83009385
46.68108145,22.96061202
46.8947444,23.31278319
46.34087703,23.0909216
47.13616137,22.46061202
47.14300326,22.83009385
46.81561573,22.84558597
46.82282082,22.84558597
46.4763366,22.96061202
46.47138743,23.21061202
46.12842082,23.21061202
46.89701186,23.21061202
47.36390106,23.21061202
47.80758959,23.32545424
46.8947444,22.82545424
46.8947444,23.0909216
46.78456556,22.8409216
46.0075437,22.5909216
46.58002655,23.0909216
47.2531821,22.94794097
46.80634513,23.06763139
46.70561298,22.96061202
46.58651543,22.34558597
46.69931473,22.56861961
46.47807412,22.81416382
46.68334891,22.71061202
46.90597347,22.96061202
47.12721408,22.71061202
46.90177341,22.71061202
47.01879393,22.84558597
46.79828929,22.46061202
46.57775526,22.42118319
46.92003588,22.42118319
47.13578664,22.82545424
46.91245606,22.96061202
46.69227447,22.96061202
46.23756928,22.58009385
46.35001557,22.79066503
46.80282804,23.17118319
46.57775526,23.21061202
46.35001557,23.21061202
46.79388075,22.92118319
46.79388075,23.17118319
46.57775526,23.31763139
46.69723439,23.31763139
46.25544956,22.95260535
46.47807412,22.70260535
47.26895345,22.67118319
47.37930865,22.77450058
47.59543414,22.55245516
46.91984876,22.69913777
46.79596442,23.41633499
46.58191928,23.40068409
46.4694947,23.19493607
46.01668224,23.32545424
46.35001557,23.43247361
46.23034519,23.18247361
46.34755303,22.80195544
46.70599073,22.79396157
46.14474078,23.42447973
47.15174561,23.28602541
47.26210081,22.79848787
47.46911997,22.96061202
46.77943595,23.5909216
46.55681491,23.06416382
47.02560781,23.42118319
46.70101682,23.56763139
46.68543258,23.17118319
46.68543258,23.26965237
46.69211927,23.01965237
46.2393068,23.16633499
46.80282804,23.41633499
46.25544956,23.03602541
46.26194863,23.21061202
46.81841228,23.09558597
46.58191928,22.81416382
46.91525261,22.6944734
46.79487268,23.18646673
46.89701932,22.91300549
47.13578664,22.79066503
46.15325737,22.94129719
46.25715165,23.17900604
45.80472077,22.92118319
46.14474078,22.81416382
46.69931473,22.81416382
46.69931473,23.06763139
45.81140745,23.19794097
46.26194863,22.97589555
46.60398616,22.72589555
45.92211622,22.97589555
46.79596442,22.84558597
47.47803869,23.06763139
46.90631962,23.06763139
47.13578664,22.81416382
46.60398616,22.92900604
45.93562012,23.07545424
46.15842161,22.82545424
46.26383833,22.67900604
46.81652258,22.6944734
46.04597532,22.6944734
45.49345431,22.78232342
45.47807412,22.92900604
46.03264807,22.96061202
46.25544956,22.96061202
46.79596442,22.96061202
47.14470535,22.84558597
47.26210081,23.09558597
47.15615415,22.81416382
46.95026637,22.81416382
46.61693304,22.92118319
46.26895345,22.81416382
46.04121377,22.85342134
45.82508828,22.9444734
45.81652258,22.79779078
45.81841228,22.81416382
45.70788044,22.81416382
46.26383833,22.81416382
45.70052147,22.56416382
46.35209925,22.56416382
47.26361256,22.81416382
47.04899641,22.69913777
46.71434135,22.84558597
46.95026637,23.06416382
46.721194,22.78232342
46.71930731,22.80931562
46.26895345,22.80931562
46.26210081,22.67900604
45.48507895,22.58774539
45.81841228,22.71826356
45.69931473,22.83728272
45.92211622,22.31029052
46.14985591,22.92900604
46.46054742,22.82545424
47.70561298,22.79848787
47.28359971,22.79848787
46.94399549,22.81416382
47.17154786,22.81416382
46.38597398,22.81416382
46.38597398,22.81416382
46.71264199,22.83009385
46.37227964,22.68364566
45.59543414,22.17977236
45.58651543,22.17977236
45.68811046,22.93364566
45.58670255,22.83009385
46.03932407,22.68364566
46.13389008,22.53696304
47.37930865,22.68364566
47.17324451,22.77478016
46.49345431,22.74275622
46.27065282,22.76646394
46.59543414,22.8969821
46.26895345,23.16314656
46.71264199,22.78241947
46.48228239,22.29461458
45.59543414,22.3224101
45.70561298,22.44572789
45.14300326,22.44572789
45.4694947,22.40623595
45.69723439,22.65993794
46.27065282,22.69936677
46.72270333,22.44572789
46.27732882,22.29904527
45.82678765,22.55291857
46.04121377,22.69936677
45.38274554,22.80291857
45.72937933,22.2912099
46.49821586,22.16027356
45.4763366,22.42198223
45.4763366,22.80291857
45.58651543,22.65993794
45.24669322,22.65993794
45.3659814,22.55291857
45.3659814,22.69936677
45.49345431,22.65993794
45.61217149,22.51325532
45.49345431,22.79066503
45.61217149,22.65993794
45.16012098,22.15623595
45.16012098,22.66776079
45.16012098,22.55291857
45.47803869,22.43789252
45.14470535,22.55291857
45.92155085,22.66776079
45.24578939,22.90993794
45.58651543,22.64822928
45.38937,22.43789252
45.60398616,22.43789252
45.49345431,22.64822928
45.28665684,22.39822928
45.16012098,22.55291857
44.82678765,22.56420898
44.71607887,22.28682444
44.38274554,22.52529961
45.05452733,22.40623595
45.26895345,22.40623595
45.4763366,22.42198223
45.14300326,22.42198223
45.14300326,22.51325532
45.46722724,22.39822928
45.60398616,22.41397555
45.38937,22.41397555
45.38937,22.39822928
45.39050199,22.5449119
45.27197454,22.33434072
45.05603667,22.69936677
44.72270333,22.56843042
44.94550482,22.42198223
44.93731949,22.38231898
44.92876748,22.38231898
45.70561298,22.66776079
45.59543414,22.55291857
45.70561298,22.2912099
45.36318485,22.55291857
45.61693304,22.40993794
45.73546049,22.51325532
45.60990403,22.51325532
45.28491932,22.51325532
45.05603667,22.65623595
45.06879382,22.40623595
44.28359971,22.66776079
44.38100802,22.66776079
44.26210081,22.87809754
44.4763366,22.87809754
45.37227964,22.40623595
45.14300326,22.67198223
45.71264199,22.68728449
45.37930865,22.81843042
45.27065282,22.6754498
45.38937,22.5290016
45.27065282,22.41388749
44.72270333,22.41388749
44.60398616,22.65623595
44.39377854,22.65623595
44.16488253,22.52107817
43.81841228,22.53682444
43.93731949,22.56843042
44.03435016,22.42198223
44.47803869,22.27529961
44.81841228,22.40623595
45.49821586,22.80291857
45.38786066,22.80291857
44.61217149,22.80291857
44.84123078,22.19572789
45.05603667,22.06479155
44.50657784,22.42198223
44.16488253,22.55291857
44.39377854,22.44936677
44.17324451,22.54029201
44.38100802,22.79029201
44.4997252,22.42198223
44.16012098,22.27529961
44.15842161,22.52107817
45.04597532,22.16810893
45.49821586,21.81861957
45.05452733,22.17198223
44.93731949,22.02529961
44.93731949,22.16027356
45.05603667,22.05695618
45.40212716,22.33009381
45.06044521,22.04083629
44.60990403,22.01729294
45.05324011,22.05695618
44.2765707,22.05695618
44.04767469,21.55308288
43.81841228,21.536963
44.26194863,21.68364561
44.49175494,21.56861957
44.721194,21.42193695
44.39434935,21.42193695
44.61867056,21.77912763
45.18124012,22.17581025
44.95843863,22.06861957
45.06879382,21.67960073
45.29731068,21.786963
44.2765707,21.77529961
43.93452294,21.77529961
43.82452019,21.64415368
43.71434135,22.29083629
43.81841228,21.92581025
43.92211622,21.81861957
44.27065282,21.6997655
44.38100802,22.17198223
44.16012098,21.93364561
44.50146272,21.17193695
44.73069894,21.91027356
44.73069894,21.80308288
44.95026637,21.92193695
44.72711187,21.89415368
44.71990678,21.89415368
44.05324011,21.89415368
44.04767469,21.79083629
43.58191928,21.92581025
43.80472077,21.77912763
43.81841228,21.89415368
44.05452733,21.64415368
43.721194,21.92198223
44.38937,21.92198223
44.27883816,21.64415368
44.39736561,21.75117305
44.51570363,21.886147
44.61693304,21.77912763
43.83305853,21.79083629
44.04899641,21.54083629
43.93027923,21.39415368
43.13956827,21.50899589
42.92381831,21.75899589
43.49345431,21.536963
