epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
13,116.428,3.06613,1.4192,0.00515,0.52484,0.76724,0.71285,0.35814,2.84596,2.36294,0.00697,0.0289572,0.00965239,0.0289572,0.00965239,0.0289572,0.00965239,0.0289572,0.00965239
14,125.761,3.03514,1.70757,0.00538,0.55398,0.80523,0.7064,0.27823,3.49892,1.63957,0.00889,0.0287787,0.00959289,0.0287787,0.00959289,0.0287787,0.00959289,0.0287787,0.00959289
15,134.629,2.98782,1.22534,0.00405,0.70522,0.73276,0.81697,0.42283,2.57606,1.29553,0.00518,0.0285867,0.00952889,0.0285867,0.00952889,0.0285867,0.00952889,0.0285867,0.00952889
16,143.161,2.58999,0.98539,0.00386,0.65013,0.8895,0.80917,0.35805,3.9299,1.0735,0.00607,0.0283814,0.00946048,0.0283814,0.00946048,0.0283814,0.00946048,0.0283814,0.00946048
17,152.091,3.47429,1.07787,0.00586,0.66522,0.82989,0.82683,0.51437,1.92889,1.10534,0.00513,0.0281632,0.00938772,0.0281632,0.00938772,0.0281632,0.00938772,0.0281632,0.00938772
18,160.788,2.32645,1.2204,0.00618,0.59689,0.77939,0.74074,0.48922,1.6941,1.06271,0.00339,0.027932,0.00931067,0.027932,0.00931067,0.027932,0.00931067,0.027932,0.00931067
19,169.462,2.92201,1.15729,0.00492,0.58667,0.66379,0.65975,0.17313,5.31344,1.48284,0.00564,0.0276883,0.00922942,0.0276883,0.00922942,0.0276883,0.00922942,0.0276883,0.00922942
20,177.902,3.05006,1.16117,0.0039,0.67602,0.77586,0.76023,0.24115,4.46279,1.27393,0.00614,0.0274321,0.00914405,0.0274321,0.00914405,0.0274321,0.00914405,0.0274321,0.00914405
21,186.162,2.86956,1.09503,0.00448,0.7177,0.8664,0.83885,0.50618,1.91071,1.07449,0.00318,0.0271639,0.00905463,0.0271639,0.00905463,0.0271639,0.00905463,0.0271639,0.00905463
22,194.639,2.46559,0.93471,0.00502,0.6186,0.85528,0.78431,0.35992,3.44131,1.12381,0.00481,0.0268838,0.00896127,0.0268838,0.00896127,0.0268838,0.00896127,0.0268838,0.00896127
23,203.195,3.42878,0.88681,0.0041,0.72651,0.81902,0.85981,0.43439,3.41298,0.92657,0.00437,0.0265921,0.00886404,0.0265921,0.00886404,0.0265921,0.00886404,0.0265921,0.00886404
24,211.594,2.93376,0.75169,0.0033,0.66869,0.80172,0.7979,0.42452,2.78754,1.0059,0.00357,0.0262891,0.00876305,0.0262891,0.00876305,0.0262891,0.00876305,0.0262891,0.00876305
25,220.202,3.02345,0.65901,0.00307,0.82101,0.85596,0.90922,0.54462,2.55502,0.76375,0.00594,0.0259752,0.00865839,0.0259752,0.00865839,0.0259752,0.00865839,0.0259752,0.00865839
26,228.565,2.80544,0.64704,0.00306,0.83016,0.88439,0.90707,0.48199,3.22458,0.81328,0.00316,0.0256505,0.00855018,0.0256505,0.00855018,0.0256505,0.00855018,0.0256505,0.00855018
27,236.953,3.1984,0.65573,0.00231,0.78437,0.78451,0.85748,0.49637,2.61741,1.03863,0.00263,0.0253155,0.00843851,0.0253155,0.00843851,0.0253155,0.00843851,0.0253155,0.00843851
28,245.259,2.73181,0.5815,0.00209,0.74277,0.75862,0.76512,0.36669,2.8622,1.23406,0.00478,0.0249705,0.00832349,0.0249705,0.00832349,0.0249705,0.00832349,0.0249705,0.00832349
29,253.671,2.40903,0.79495,0.00257,0.8095,0.8451,0.89122,0.53022,2.42814,0.89407,0.00353,0.0246157,0.00820525,0.0246157,0.00820525,0.0246157,0.00820525,0.0246157,0.00820525
30,261.89,2.33167,0.87903,0.00229,0.82962,0.82531,0.89337,0.58831,2.26517,0.81625,0.00307,0.0242517,0.00808389,0.0242517,0.00808389,0.0242517,0.00808389,0.0242517,0.00808389
31,270.311,2.56726,0.75417,0.00289,0.73552,0.823,0.84348,0.43005,2.86284,1.1466,0.00428,0.0238786,0.00795954,0.0238786,0.00795954,0.0238786,0.00795954,0.0238786,0.00795954
32,278.704,2.71124,0.71507,0.00296,0.74577,0.83621,0.85866,0.52513,2.43497,0.93372,0.00705,0.0234969,0.00783231,0.0234969,0.00783231,0.0234969,0.00783231,0.0234969,0.00783231
33,286.995,2.29529,0.52162,0.00233,0.84217,0.81034,0.90265,0.56498,2.5847,0.77711,0.00397,0.023107,0.00770234,0.023107,0.00770234,0.023107,0.00770234,0.023107,0.00770234
34,295.307,2.53982,0.43244,0.00222,0.90502,0.8331,0.91636,0.56943,2.6514,0.77667,0.00527,0.0227093,0.00756976,0.0227093,0.00756976,0.0227093,0.00756976,0.0227093,0.00756976
35,303.567,2.40762,0.36725,0.00212,0.82123,0.83208,0.9,0.51366,3.02755,0.81967,0.00498,0.022304,0.00743468,0.022304,0.00743468,0.022304,0.00743468,0.022304,0.00743468
36,311.904,2.38336,0.36912,0.00217,0.75895,0.88976,0.88741,0.52029,2.76029,0.873,0.00407,0.0218918,0.00729725,0.0218918,0.00729725,0.0218918,0.00729725,0.0218918,0.00729725
37,320.498,2.37292,0.36147,0.00195,0.79585,0.85345,0.88558,0.54894,2.6421,0.90711,0.00483,0.0214728,0.00715761,0.0214728,0.00715761,0.0214728,0.00715761,0.0214728,0.00715761
38,329.037,2.09678,0.31295,0.00177,0.83318,0.85023,0.90687,0.54847,2.85648,0.79551,0.00503,0.0210476,0.00701588,0.0210476,0.00701588,0.0210476,0.00701588,0.0210476,0.00701588
39,337.453,2.22333,0.32396,0.00197,0.79435,0.86746,0.89447,0.53371,3.02214,0.79445,0.00424,0.0206166,0.00687222,0.0206166,0.00687222,0.0206166,0.00687222,0.0206166,0.00687222
40,345.836,2.0573,0.30959,0.00194,0.83944,0.82373,0.91601,0.57079,2.18812,1.05244,0.00406,0.0201803,0.00672675,0.0201803,0.00672675,0.0201803,0.00672675,0.0201803,0.00672675
41,354.135,1.80004,0.34383,0.00172,0.81274,0.80172,0.89602,0.47331,3.20866,0.86489,0.00593,0.0197389,0.00657963,0.0197389,0.00657963,0.0197389,0.00657963,0.0197389,0.00657963
42,362.387,2.29633,0.40382,0.00182,0.75835,0.77326,0.84554,0.59979,1.72823,0.98585,0.00359,0.019293,0.00643101,0.019293,0.00643101,0.019293,0.00643101,0.019293,0.00643101
43,370.716,1.95429,0.30423,0.0015,0.71633,0.82343,0.84711,0.55273,2.13324,0.8935,0.0034,0.018843,0.00628101,0.018843,0.00628101,0.018843,0.00628101,0.018843,0.00628101
44,379.039,2.17678,0.328,0.00191,0.72434,0.83621,0.88219,0.54718,2.77547,0.79877,0.00546,0.0183894,0.00612981,0.0183894,0.00612981,0.0183894,0.00612981,0.0183894,0.00612981
45,387.49,1.94367,0.31065,0.00175,0.81457,0.82759,0.8943,0.59632,2.16552,0.88767,0.00403,0.0179326,0.00597754,0.0179326,0.00597754,0.0179326,0.00597754,0.0179326,0.00597754
46,395.759,2.14504,0.3435,0.00186,0.8662,0.83021,0.92879,0.53574,2.54507,0.70889,0.00658,0.0174731,0.00582435,0.0174731,0.00582435,0.0174731,0.00582435,0.0174731,0.00582435
47,404.122,1.84501,0.32539,0.00172,0.8722,0.86169,0.91543,0.54245,2.57185,0.66368,0.00596,0.0170112,0.0056704,0.0170112,0.0056704,0.0170112,0.0056704,0.0170112,0.0056704
48,412.564,1.77344,0.30673,0.00157,0.90009,0.85345,0.91413,0.54334,2.578,0.64588,0.0059,0.0165475,0.00551584,0.0165475,0.00551584,0.0165475,0.00551584,0.0165475,0.00551584
49,420.857,1.92996,0.31598,0.00134,0.88272,0.82926,0.89907,0.59872,2.42466,0.73945,0.00483,0.0160824,0.00536081,0.0160824,0.00536081,0.0160824,0.00536081,0.0160824,0.00536081
50,429.281,1.92976,0.29742,0.00206,0.87049,0.77878,0.89423,0.61469,2.14294,0.77998,0.00476,0.0156164,0.00520548,0.0156164,0.00520548,0.0156164,0.00520548,0.0156164,0.00520548
51,437.879,1.85639,0.27171,0.00167,0.76337,0.81034,0.86802,0.54574,2.69339,0.79068,0.00437,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
52,446.912,1.76307,0.25791,0.00161,0.75227,0.83722,0.87245,0.57563,2.27048,0.78056,0.00492,0.0146836,0.00489452,0.0146836,0.00489452,0.0146836,0.00489452,0.0146836,0.00489452
53,456.02,1.66176,0.25148,0.00186,0.78923,0.89065,0.90629,0.57175,2.64911,0.69953,0.00569,0.0142176,0.00473919,0.0142176,0.00473919,0.0142176,0.00473919,0.0142176,0.00473919
54,465.152,1.49705,0.23634,0.00159,0.8116,0.82662,0.87316,0.54697,2.65452,0.81747,0.00506,0.0137525,0.00458416,0.0137525,0.00458416,0.0137525,0.00458416,0.0137525,0.00458416
55,474.261,1.58734,0.25469,0.00134,0.85089,0.83559,0.8967,0.54939,2.68165,0.80516,0.00476,0.0132888,0.0044296,0.0132888,0.0044296,0.0132888,0.0044296,0.0132888,0.0044296
56,483.493,1.64935,0.25513,0.00122,0.86297,0.85579,0.91532,0.59501,2.26707,0.63981,0.00549,0.0128269,0.00427565,0.0128269,0.00427565,0.0128269,0.00427565,0.0128269,0.00427565
57,492.607,1.48666,0.23573,0.00109,0.88044,0.85338,0.92661,0.59113,2.31131,0.65687,0.00598,0.0123674,0.00412246,0.0123674,0.00412246,0.0123674,0.00412246,0.0123674,0.00412246
58,501.577,1.5054,0.23297,0.00106,0.80839,0.81275,0.88998,0.59777,2.37884,0.74809,0.0041,0.0119106,0.00397019,0.0119106,0.00397019,0.0119106,0.00397019,0.0119106,0.00397019
59,510.335,1.38429,0.22268,0.00105,0.80348,0.8284,0.87903,0.56499,2.53558,0.76976,0.00404,0.011457,0.00381899,0.011457,0.00381899,0.011457,0.00381899,0.011457,0.00381899
60,518.978,1.40638,0.22535,0.00117,0.85421,0.83621,0.90826,0.60363,2.12478,0.71679,0.00469,0.011007,0.00366899,0.011007,0.00366899,0.011007,0.00366899,0.011007,0.00366899
61,527.703,1.36976,0.21255,0.00106,0.90642,0.82383,0.9176,0.60195,2.1777,0.66712,0.00526,0.0105611,0.00352037,0.0105611,0.00352037,0.0105611,0.00352037,0.0105611,0.00352037
62,535.896,1.25101,0.1967,0.00096,0.85691,0.85345,0.91212,0.61249,2.30377,0.67976,0.00426,0.0101197,0.00337325,0.0101197,0.00337325,0.0101197,0.00337325,0.0101197,0.00337325
63,544.316,1.32197,0.2012,0.00095,0.87006,0.87069,0.91552,0.61742,2.28077,0.68051,0.00475,0.00968335,0.00322778,0.00968335,0.00322778,0.00968335,0.00322778,0.00968335,0.00322778
64,552.769,1.26917,0.19635,0.00102,0.88363,0.85207,0.9139,0.62062,2.27101,0.66463,0.00483,0.00925235,0.00308412,0.00925235,0.00308412,0.00925235,0.00308412,0.00925235,0.00308412
65,561.243,1.15671,0.18325,0.00092,0.90507,0.86207,0.93768,0.61686,2.1595,0.62942,0.00484,0.00882718,0.00294239,0.00882718,0.00294239,0.00882718,0.00294239,0.00882718,0.00294239
66,569.8,1.10912,0.17581,0.00096,0.89701,0.90145,0.94483,0.61706,2.16427,0.61475,0.00506,0.00840824,0.00280275,0.00840824,0.00280275,0.00840824,0.00280275,0.00840824,0.00280275
67,578.25,1.07908,0.16828,0.00076,0.89389,0.86207,0.93022,0.62422,2.25482,0.68561,0.0046,0.00799596,0.00266532,0.00799596,0.00266532,0.00799596,0.00266532,0.00799596,0.00266532
68,587.039,1.04248,0.16739,0.00079,0.83991,0.85891,0.92013,0.61745,2.24566,0.70178,0.00447,0.00759073,0.00253024,0.00759073,0.00253024,0.00759073,0.00253024,0.00759073,0.00253024
69,595.284,0.97184,0.15751,0.00077,0.80112,0.8855,0.9175,0.60924,2.13391,0.69553,0.00468,0.00719297,0.00239766,0.00719297,0.00239766,0.00719297,0.00239766,0.00719297,0.00239766
70,603.605,0.92994,0.14732,0.00066,0.77093,0.87069,0.90036,0.59491,2.13588,0.71693,0.00436,0.00680306,0.00226769,0.00680306,0.00226769,0.00680306,0.00226769,0.00680306,0.00226769
71,612.024,0.89437,0.14678,0.00081,0.83281,0.80877,0.89359,0.59769,2.13595,0.72831,0.00427,0.00642139,0.00214046,0.00642139,0.00214046,0.00642139,0.00214046,0.00642139,0.00214046
72,620.228,0.84045,0.13892,0.00069,0.79863,0.87931,0.89814,0.60236,2.25272,0.76418,0.00458,0.00604833,0.00201611,0.00604833,0.00201611,0.00604833,0.00201611,0.00604833,0.00201611
73,628.538,0.78308,0.13476,0.00064,0.8251,0.87446,0.91201,0.61764,2.2383,0.76701,0.00467,0.00568425,0.00189475,0.00568425,0.00189475,0.00568425,0.00189475,0.00568425,0.00189475
74,636.731,0.73641,0.12099,0.00058,0.84738,0.86437,0.91666,0.62753,2.08847,0.74148,0.00466,0.00532952,0.00177651,0.00532952,0.00177651,0.00532952,0.00177651,0.00532952,0.00177651
75,645.168,0.71489,0.12254,0.00068,0.90895,0.82925,0.93054,0.63781,2.1267,0.71757,0.00476,0.00498448,0.00166149,0.00498448,0.00166149,0.00498448,0.00166149,0.00498448,0.00166149
76,654.01,0.70441,0.11448,0.00056,0.93541,0.82759,0.92728,0.63482,2.18554,0.74983,0.00475,0.00464946,0.00154982,0.00464946,0.00154982,0.00464946,0.00154982,0.00464946,0.00154982
77,662.369,0.65277,0.10855,0.00054,0.90897,0.86096,0.93256,0.64031,2.21941,0.70128,0.00476,0.00432482,0.00144161,0.00432482,0.00144161,0.00432482,0.00144161,0.00432482,0.00144161
78,670.689,0.65596,0.10674,0.00049,0.91579,0.86727,0.93627,0.64033,2.13584,0.68473,0.00489,0.00401085,0.00133695,0.00401085,0.00133695,0.00401085,0.00133695,0.00401085,0.00133695
79,679.096,0.62177,0.10443,0.00052,0.91159,0.87931,0.93973,0.64942,2.11537,0.66295,0.0049,0.00370788,0.00123596,0.00370788,0.00123596,0.00370788,0.00123596,0.00370788,0.00123596
80,687.859,0.58609,0.09873,0.00054,0.90262,0.86207,0.93966,0.6511,2.12173,0.68584,0.00488,0.0034162,0.00113873,0.0034162,0.00113873,0.0034162,0.00113873,0.0034162,0.00113873
81,696.334,0.56608,0.09757,0.00052,0.88685,0.86207,0.93559,0.64597,2.15455,0.69828,0.00479,0.0031361,0.00104537,0.0031361,0.00104537,0.0031361,0.00104537,0.0031361,0.00104537
82,704.877,0.56744,0.09423,0.00048,0.87204,0.86207,0.93091,0.64126,2.1727,0.72001,0.00478,0.00286785,0.000955951,0.00286785,0.000955951,0.00286785,0.000955951,0.00286785,0.000955951
83,713.128,0.53032,0.09066,0.00048,0.8696,0.86207,0.92951,0.64042,2.1532,0.69318,0.00488,0.00261173,0.000870577,0.00261173,0.000870577,0.00261173,0.000870577,0.00261173,0.000870577
84,721.515,0.53304,0.08957,0.00048,0.87361,0.85345,0.92888,0.63754,2.1202,0.71051,0.00477,0.00236798,0.000789327,0.00236798,0.000789327,0.00236798,0.000789327,0.00236798,0.000789327
85,729.743,0.53213,0.09263,0.00045,0.89984,0.83463,0.92953,0.63762,2.20261,0.71311,0.00482,0.00213685,0.000712282,0.00213685,0.000712282,0.00213685,0.000712282,0.00213685,0.000712282
86,738.106,0.51586,0.0875,0.00046,0.86744,0.85345,0.92979,0.63988,2.22244,0.67525,0.00483,0.00191855,0.000639518,0.00191855,0.000639518,0.00191855,0.000639518,0.00191855,0.000639518
87,746.464,0.50322,0.08392,0.00047,0.86668,0.86207,0.92748,0.63649,2.2221,0.67782,0.00476,0.00171332,0.000571106,0.00171332,0.000571106,0.00171332,0.000571106,0.00171332,0.000571106
88,754.713,0.50007,0.08565,0.00044,0.86543,0.85438,0.92649,0.63327,2.19807,0.66605,0.00469,0.00152134,0.000507115,0.00152134,0.000507115,0.00152134,0.000507115,0.00152134,0.000507115
89,763.089,0.49681,0.0844,0.00044,0.8831,0.85345,0.92552,0.6296,2.21407,0.65819,0.00478,0.00134282,0.000447606,0.00134282,0.000447606,0.00134282,0.000447606,0.00134282,0.000447606
90,771.381,0.47676,0.08115,0.00047,0.86773,0.85345,0.92447,0.63522,2.22985,0.66481,0.00472,0.00117792,0.00039264,0.00117792,0.00039264,0.00117792,0.00039264,0.00117792,0.00039264
91,779.832,0.47473,0.08815,0.00046,0.87511,0.85345,0.92479,0.63499,2.21431,0.66591,0.0047,0.00102681,0.00034227,0.00102681,0.00034227,0.00102681,0.00034227,0.00102681,0.00034227
92,788.152,0.4733,0.08418,0.00045,0.8693,0.85426,0.92612,0.629,2.23601,0.66959,0.00486,0.000889639,0.000296546,0.000889639,0.000296546,0.000889639,0.000296546,0.000889639,0.000296546
93,796.761,0.48247,0.08082,0.00046,0.87024,0.85345,0.92662,0.63448,2.23348,0.6687,0.00479,0.00076654,0.000255513,0.00076654,0.000255513,0.00076654,0.000255513,0.00076654,0.000255513
94,805.868,0.47031,0.07941,0.00044,0.87431,0.86117,0.92599,0.63649,2.19995,0.70465,0.0047,0.000657636,0.000219212,0.000657636,0.000219212,0.000657636,0.000219212,0.000657636,0.000219212
95,815.045,0.44305,0.07914,0.00041,0.87429,0.85932,0.92772,0.63348,2.21447,0.69499,0.00478,0.000563034,0.000187678,0.000563034,0.000187678,0.000563034,0.000187678,0.000563034,0.000187678
96,824.418,0.44871,0.07913,0.00042,0.88654,0.84601,0.92852,0.63821,2.18205,0.70921,0.00471,0.000482828,0.000160943,0.000482828,0.000160943,0.000482828,0.000160943,0.000482828,0.000160943
97,833.467,0.45213,0.07955,0.00044,0.86401,0.85917,0.92777,0.63667,2.19418,0.71296,0.00485,0.000417097,0.000139032,0.000417097,0.000139032,0.000417097,0.000139032,0.000417097,0.000139032
98,842.823,0.44178,0.08117,0.0004,0.86274,0.8584,0.92925,0.63852,2.17597,0.7218,0.00476,0.000365905,0.000121968,0.000365905,0.000121968,0.000365905,0.000121968,0.000365905,0.000121968
99,851.902,0.44771,0.07736,0.0004,0.86232,0.84746,0.93062,0.63806,2.16665,0.71661,0.00478,0.000329303,0.000109768,0.000329303,0.000109768,0.000329303,0.000109768,0.000329303,0.000109768
100,860.794,0.43881,0.07871,0.00039,0.87717,0.8524,0.92986,0.63827,2.17693,0.72097,0.00483,0.000307328,0.000102443,0.000307328,0.000102443,0.000307328,0.000102443,0.000307328,0.000102443
