epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
16,1844.83,1.69267,0.35228,0.00123,0.95889,0.95915,0.98001,0.68707,2.09731,0.46352,0.00756,0.0295897,0.00986323,0.0295897,0.00986323,0.0295897,0.00986323,0.0295897,0.00986323
17,1956.64,1.61106,0.32396,0.00102,0.96388,0.91113,0.97295,0.66719,2.11111,0.52309,0.0072,0.0295335,0.00984449,0.0295335,0.00984449,0.0295335,0.00984449,0.0295335,0.00984449
18,2070.02,1.53036,0.3005,0.00108,0.97036,0.95061,0.97912,0.67086,2.15299,0.45457,0.00778,0.0294737,0.00982456,0.0294737,0.00982456,0.0294737,0.00982456,0.0294737,0.00982456
19,2183.25,1.55137,0.30403,0.00107,0.94346,0.93068,0.97254,0.66898,2.10104,0.51228,0.00707,0.0294104,0.00980345,0.0294104,0.00980345,0.0294104,0.00980345,0.0294104,0.00980345
20,2295.35,1.51826,0.31453,0.00097,0.96645,0.94437,0.97777,0.66437,2.18189,0.52915,0.0078,0.0293435,0.00978118,0.0293435,0.00978118,0.0293435,0.00978118,0.0293435,0.00978118
21,2408.15,1.40806,0.27393,0.00099,0.96582,0.94879,0.97702,0.65943,2.2184,0.47289,0.00783,0.0292732,0.00975773,0.0292732,0.00975773,0.0292732,0.00975773,0.0292732,0.00975773
22,2522.11,1.45212,0.27731,0.00093,0.97518,0.95581,0.98377,0.68261,2.10406,0.42595,0.00767,0.0291994,0.00973312,0.0291994,0.00973312,0.0291994,0.00973312,0.0291994,0.00973312
23,2634.1,1.41303,0.26848,0.00101,0.96556,0.9574,0.98159,0.67303,2.13621,0.45818,0.0078,0.0291221,0.00970736,0.0291221,0.00970736,0.0291221,0.00970736,0.0291221,0.00970736
24,2746.03,1.44105,0.27269,0.00086,0.97062,0.95319,0.9775,0.67438,2.16912,0.46259,0.00805,0.0290413,0.00968045,0.0290413,0.00968045,0.0290413,0.00968045,0.0290413,0.00968045
25,2860.96,1.32127,0.25051,0.00088,0.96819,0.95015,0.97751,0.67856,2.13565,0.4444,0.0078,0.0289572,0.00965239,0.0289572,0.00965239,0.0289572,0.00965239,0.0289572,0.00965239
26,2972.92,1.27948,0.23943,0.0008,0.96565,0.95471,0.97809,0.67822,2.15186,0.45174,0.00773,0.0288696,0.0096232,0.0288696,0.0096232,0.0288696,0.0096232,0.0288696,0.0096232
27,3084.84,1.36565,0.25848,0.00079,0.95894,0.9544,0.97881,0.67605,2.14054,0.45342,0.00779,0.0287787,0.00959289,0.0287787,0.00959289,0.0287787,0.00959289,0.0287787,0.00959289
28,3199.87,1.39463,0.24171,0.00096,0.94798,0.92505,0.97095,0.66161,2.1533,0.49385,0.00752,0.0286843,0.00956145,0.0286843,0.00956145,0.0286843,0.00956145,0.0286843,0.00956145
29,3312.07,1.26704,0.21848,0.00074,0.97082,0.95169,0.97996,0.68359,2.12549,0.42873,0.00785,0.0285867,0.00952889,0.0285867,0.00952889,0.0285867,0.00952889,0.0285867,0.00952889
30,3424.07,1.23707,0.20666,0.00075,0.96734,0.96364,0.97673,0.67644,2.18059,0.43915,0.00801,0.0284857,0.00949524,0.0284857,0.00949524,0.0284857,0.00949524,0.0284857,0.00949524
31,3538.69,1.32232,0.22662,0.00084,0.96195,0.93937,0.97598,0.6824,2.10237,0.49581,0.00766,0.0283814,0.00946048,0.0283814,0.00946048,0.0283814,0.00946048,0.0283814,0.00946048
32,3651.14,1.26515,0.21958,0.0008,0.96949,0.95037,0.97686,0.67037,2.12256,0.46735,0.00788,0.0282739,0.00942464,0.0282739,0.00942464,0.0282739,0.00942464,0.0282739,0.00942464
33,3763.21,1.19663,0.20558,0.00071,0.9692,0.94776,0.97819,0.66944,2.16511,0.52994,0.00782,0.0281632,0.00938772,0.0281632,0.00938772,0.0281632,0.00938772,0.0281632,0.00938772
34,3876.72,1.21963,0.20805,0.0007,0.95269,0.95827,0.97034,0.66457,2.18375,0.49821,0.00781,0.0280492,0.00934973,0.0280492,0.00934973,0.0280492,0.00934973,0.0280492,0.00934973
35,3990.15,1.20981,0.20189,0.00075,0.97357,0.95658,0.97816,0.67555,2.16766,0.48857,0.00785,0.027932,0.00931067,0.027932,0.00931067,0.027932,0.00931067,0.027932,0.00931067
36,4101.97,1.19824,0.20931,0.00073,0.96176,0.95713,0.97864,0.67741,2.17265,0.47235,0.00803,0.0278117,0.00927057,0.0278117,0.00927057,0.0278117,0.00927057,0.0278117,0.00927057
37,4214.69,1.1839,0.19444,0.00075,0.96075,0.94799,0.97082,0.68422,2.11472,0.46649,0.00766,0.0276883,0.00922942,0.0276883,0.00922942,0.0276883,0.00922942,0.0276883,0.00922942
38,4329.95,1.17669,0.20451,0.00078,0.96505,0.95417,0.97977,0.6796,2.16285,0.47104,0.00786,0.0275617,0.00918725,0.0275617,0.00918725,0.0275617,0.00918725,0.0275617,0.00918725
39,4442.03,1.18353,0.20169,0.00071,0.96377,0.96472,0.98029,0.68647,2.13598,0.4772,0.00806,0.0274321,0.00914405,0.0274321,0.00914405,0.0274321,0.00914405,0.0274321,0.00914405
40,4554.43,1.16527,0.19944,0.00077,0.94524,0.9563,0.97423,0.66306,2.12942,0.57285,0.00769,0.0272995,0.00909984,0.0272995,0.00909984,0.0272995,0.00909984,0.0272995,0.00909984
41,4669.03,1.14871,0.20646,0.00073,0.96215,0.94515,0.97622,0.68439,2.13892,0.43988,0.0078,0.0271639,0.00905463,0.0271639,0.00905463,0.0271639,0.00905463,0.0271639,0.00905463
42,4781.03,1.14105,0.19431,0.00072,0.9619,0.9498,0.97042,0.6645,2.17322,0.50942,0.00774,0.0270253,0.00900844,0.0270253,0.00900844,0.0270253,0.00900844,0.0270253,0.00900844
43,4892.92,1.1249,0.18874,0.00068,0.96681,0.95552,0.97566,0.67833,2.11629,0.46377,0.00775,0.0268838,0.00896127,0.0268838,0.00896127,0.0268838,0.00896127,0.0268838,0.00896127
44,5007.82,1.11578,0.18967,0.00071,0.96578,0.94185,0.97441,0.67416,2.14584,0.50632,0.00779,0.0267394,0.00891313,0.0267394,0.00891313,0.0267394,0.00891313,0.0267394,0.00891313
45,5119.64,1.09629,0.17832,0.00072,0.9516,0.95406,0.97289,0.68198,2.13994,0.49996,0.00779,0.0265921,0.00886404,0.0265921,0.00886404,0.0265921,0.00886404,0.0265921,0.00886404
46,5232.26,1.07311,0.17808,0.0007,0.95706,0.95002,0.97724,0.67257,2.16206,0.49494,0.00801,0.026442,0.00881401,0.026442,0.00881401,0.026442,0.00881401,0.026442,0.00881401
47,5347.35,1.05484,0.17004,0.00076,0.95646,0.95658,0.98055,0.68479,2.1281,0.46151,0.00759,0.0262891,0.00876305,0.0262891,0.00876305,0.0262891,0.00876305,0.0262891,0.00876305
48,5459.7,1.08851,0.17712,0.00069,0.95035,0.94649,0.97166,0.67577,2.12595,0.46642,0.00757,0.0261335,0.00871117,0.0261335,0.00871117,0.0261335,0.00871117,0.0261335,0.00871117
49,5571.76,1.06876,0.17531,0.00063,0.96058,0.95348,0.97564,0.68222,2.1453,0.48691,0.00786,0.0259752,0.00865839,0.0259752,0.00865839,0.0259752,0.00865839,0.0259752,0.00865839
50,5687.8,1.05732,0.17361,0.00064,0.96086,0.96542,0.98154,0.6803,2.20714,0.50643,0.00803,0.0258142,0.00860473,0.0258142,0.00860473,0.0258142,0.00860473,0.0258142,0.00860473
51,5800.49,1.04817,0.16819,0.00063,0.96236,0.95658,0.97797,0.68048,2.17017,0.47517,0.00788,0.0256505,0.00855018,0.0256505,0.00855018,0.0256505,0.00855018,0.0256505,0.00855018
52,5912.14,1.02945,0.16788,0.00064,0.9636,0.95344,0.97398,0.6705,2.13575,0.50052,0.00784,0.0254843,0.00849477,0.0254843,0.00849477,0.0254843,0.00849477,0.0254843,0.00849477
53,6025.48,1.03204,0.16371,0.00067,0.97392,0.95612,0.97955,0.69215,2.09885,0.46903,0.00768,0.0253155,0.00843851,0.0253155,0.00843851,0.0253155,0.00843851,0.0253155,0.00843851
54,6139.15,1.02468,0.16232,0.00065,0.96921,0.95886,0.97974,0.67151,2.14697,0.50896,0.00773,0.0251442,0.00838141,0.0251442,0.00838141,0.0251442,0.00838141,0.0251442,0.00838141
55,6251,1.03231,0.17153,0.00065,0.96049,0.95726,0.97381,0.67743,2.15775,0.49383,0.00787,0.0249705,0.00832349,0.0249705,0.00832349,0.0249705,0.00832349,0.0249705,0.00832349
56,6363.53,1.03164,0.16921,0.00061,0.96772,0.94844,0.97073,0.67641,2.16378,0.48759,0.0079,0.0247943,0.00826477,0.0247943,0.00826477,0.0247943,0.00826477,0.0247943,0.00826477
57,6477.6,0.99117,0.1585,0.00062,0.96666,0.9595,0.97814,0.67301,2.17,0.49345,0.00806,0.0246157,0.00820525,0.0246157,0.00820525,0.0246157,0.00820525,0.0246157,0.00820525
58,6589.49,1.00352,0.1633,0.00062,0.95598,0.95389,0.97455,0.67523,2.1817,0.47717,0.00784,0.0244349,0.00814495,0.0244349,0.00814495,0.0244349,0.00814495,0.0244349,0.00814495
59,6701.05,0.98064,0.15971,0.00062,0.95577,0.96133,0.97334,0.67724,2.13054,0.47852,0.00785,0.0242517,0.00808389,0.0242517,0.00808389,0.0242517,0.00808389,0.0242517,0.00808389
60,6816.51,0.98303,0.1625,0.00058,0.96409,0.94776,0.97228,0.67929,2.1433,0.48667,0.00796,0.0240662,0.00802208,0.0240662,0.00802208,0.0240662,0.00802208,0.0240662,0.00802208
61,6928.59,0.9649,0.15584,0.00059,0.96507,0.956,0.97483,0.67403,2.14813,0.47,0.00803,0.0238786,0.00795954,0.0238786,0.00795954,0.0238786,0.00795954,0.0238786,0.00795954
62,7040.61,0.95934,0.15279,0.00056,0.96314,0.9637,0.97583,0.675,2.15554,0.44653,0.00783,0.0236888,0.00789628,0.0236888,0.00789628,0.0236888,0.00789628,0.0236888,0.00789628
63,7155.86,0.93837,0.14948,0.00058,0.96081,0.96131,0.97159,0.67486,2.12929,0.49311,0.00793,0.0234969,0.00783231,0.0234969,0.00783231,0.0234969,0.00783231,0.0234969,0.00783231
64,7267.87,0.94302,0.14691,0.00059,0.96504,0.95862,0.97142,0.6785,2.12468,0.49935,0.00782,0.023303,0.00776766,0.023303,0.00776766,0.023303,0.00776766,0.023303,0.00776766
65,7379.97,0.94099,0.14993,0.00053,0.96667,0.96111,0.97425,0.68475,2.11966,0.50609,0.00802,0.023107,0.00770234,0.023107,0.00770234,0.023107,0.00770234,0.023107,0.00770234
66,7494.67,0.93082,0.14758,0.00055,0.97012,0.95544,0.97507,0.68227,2.164,0.45393,0.00796,0.0229091,0.00763637,0.0229091,0.00763637,0.0229091,0.00763637,0.0229091,0.00763637
67,7607.29,0.92789,0.14503,0.00056,0.97135,0.96003,0.97175,0.68314,2.11176,0.48218,0.00793,0.0227093,0.00756976,0.0227093,0.00756976,0.0227093,0.00756976,0.0227093,0.00756976
68,7719.27,0.92973,0.14677,0.00049,0.97038,0.95794,0.97109,0.67777,2.11012,0.47089,0.00788,0.0225076,0.00750252,0.0225076,0.00750252,0.0225076,0.00750252,0.0225076,0.00750252
69,7833.03,0.90045,0.14355,0.00053,0.96575,0.95232,0.97286,0.68024,2.10354,0.49196,0.00789,0.022304,0.00743468,0.022304,0.00743468,0.022304,0.00743468,0.022304,0.00743468
70,7946.63,0.90513,0.13892,0.00054,0.9696,0.95522,0.97381,0.67941,2.13979,0.50178,0.00797,0.0220988,0.00736625,0.0220988,0.00736625,0.0220988,0.00736625,0.0220988,0.00736625
71,8058.59,0.91918,0.15007,0.00051,0.96626,0.95559,0.96877,0.67295,2.11828,0.49906,0.00804,0.0218918,0.00729725,0.0218918,0.00729725,0.0218918,0.00729725,0.0218918,0.00729725
72,8171.75,0.91265,0.14788,0.00051,0.96971,0.9464,0.97173,0.67418,2.11814,0.50435,0.00798,0.0216831,0.0072277,0.0216831,0.0072277,0.0216831,0.0072277,0.0216831,0.0072277
73,8286.28,0.89377,0.14309,0.00051,0.96546,0.96416,0.97586,0.68523,2.11507,0.46092,0.00795,0.0214728,0.00715761,0.0214728,0.00715761,0.0214728,0.00715761,0.0214728,0.00715761
74,8398.1,0.86967,0.13704,0.00048,0.96503,0.95674,0.97419,0.68315,2.11808,0.47556,0.00795,0.021261,0.007087,0.021261,0.007087,0.021261,0.007087,0.021261,0.007087
75,8510.5,0.89216,0.13993,0.0005,0.96808,0.96281,0.97986,0.68956,2.0967,0.50207,0.00794,0.0210476,0.00701588,0.0210476,0.00701588,0.0210476,0.00701588,0.0210476,0.00701588
76,8625.59,0.87108,0.13607,0.00049,0.96534,0.95862,0.97478,0.68046,2.1326,0.50359,0.00793,0.0208328,0.00694428,0.0208328,0.00694428,0.0208328,0.00694428,0.0208328,0.00694428
77,8737.77,0.8646,0.13377,0.00048,0.96667,0.96106,0.97549,0.68074,2.14746,0.48757,0.00792,0.0206166,0.00687222,0.0206166,0.00687222,0.0206166,0.00687222,0.0206166,0.00687222
78,8849.68,0.86593,0.13572,0.00047,0.96562,0.96453,0.97599,0.68033,2.15623,0.46136,0.00804,0.0203991,0.0067997,0.0203991,0.0067997,0.0203991,0.0067997,0.0203991,0.0067997
79,8965.35,0.82982,0.13105,0.00046,0.96813,0.96271,0.97581,0.68189,2.13818,0.45242,0.00788,0.0201803,0.00672675,0.0201803,0.00672675,0.0201803,0.00672675,0.0201803,0.00672675
80,9077.43,0.85967,0.13559,0.00053,0.96969,0.95653,0.97106,0.68012,2.11497,0.47506,0.00783,0.0199602,0.00665339,0.0199602,0.00665339,0.0199602,0.00665339,0.0199602,0.00665339
81,9189.38,0.8084,0.12489,0.00053,0.95697,0.96608,0.97413,0.68165,2.13702,0.47074,0.00786,0.0197389,0.00657963,0.0197389,0.00657963,0.0197389,0.00657963,0.0197389,0.00657963
82,9304.92,0.7825,0.12114,0.00045,0.97129,0.95366,0.97172,0.67562,2.16743,0.49137,0.00798,0.0195165,0.0065055,0.0195165,0.0065055,0.0195165,0.0065055,0.0195165,0.0065055
83,9418.96,0.81196,0.12465,0.00043,0.96511,0.96207,0.97496,0.6832,2.13064,0.50788,0.00801,0.019293,0.00643101,0.019293,0.00643101,0.019293,0.00643101,0.019293,0.00643101
84,9531.28,0.83194,0.13103,0.00047,0.95575,0.96872,0.97575,0.68686,2.12898,0.48605,0.00796,0.0190685,0.00635617,0.0190685,0.00635617,0.0190685,0.00635617,0.0190685,0.00635617
85,9645.98,0.79707,0.12529,0.00053,0.96704,0.96608,0.97733,0.68387,2.11748,0.50597,0.00799,0.018843,0.00628101,0.018843,0.00628101,0.018843,0.00628101,0.018843,0.00628101
86,9759.11,0.78755,0.12305,0.00048,0.96012,0.95794,0.97631,0.68298,2.12465,0.51519,0.00804,0.0186167,0.00620555,0.0186167,0.00620555,0.0186167,0.00620555,0.0186167,0.00620555
87,9871.18,0.77602,0.11947,0.00047,0.97509,0.95047,0.97576,0.68247,2.11378,0.492,0.00796,0.0183894,0.00612981,0.0183894,0.00612981,0.0183894,0.00612981,0.0183894,0.00612981
88,9984.44,0.77024,0.12053,0.00041,0.97115,0.95148,0.97042,0.67526,2.11839,0.49582,0.00796,0.0181614,0.0060538,0.0181614,0.0060538,0.0181614,0.0060538,0.0181614,0.0060538
89,10098.2,0.77909,0.12273,0.00042,0.95722,0.95794,0.97154,0.68678,2.11338,0.50406,0.00784,0.0179326,0.00597754,0.0179326,0.00597754,0.0179326,0.00597754,0.0179326,0.00597754
90,10210.4,0.76908,0.12325,0.00042,0.96454,0.95859,0.97476,0.6775,2.10721,0.51579,0.00786,0.0177031,0.00590105,0.0177031,0.00590105,0.0177031,0.00590105,0.0177031,0.00590105
91,10323.2,0.76287,0.1201,0.00044,0.96883,0.95455,0.97325,0.67498,2.11391,0.50867,0.00786,0.0174731,0.00582435,0.0174731,0.00582435,0.0174731,0.00582435,0.0174731,0.00582435
92,10438.1,0.76734,0.12126,0.00041,0.96988,0.95319,0.97052,0.6777,2.11061,0.49553,0.00788,0.0172424,0.00574746,0.0172424,0.00574746,0.0172424,0.00574746,0.0172424,0.00574746
93,10550.6,0.74135,0.11519,0.00039,0.96583,0.95604,0.97135,0.68051,2.10778,0.50302,0.00798,0.0170112,0.0056704,0.0170112,0.0056704,0.0170112,0.0056704,0.0170112,0.0056704
94,10662.6,0.7218,0.11511,0.00042,0.96688,0.95357,0.96934,0.6787,2.10842,0.49087,0.00787,0.0167796,0.00559318,0.0167796,0.00559318,0.0167796,0.00559318,0.0167796,0.00559318
95,10777.8,0.72885,0.11454,0.00038,0.9682,0.96106,0.97462,0.68358,2.1159,0.49444,0.00787,0.0165475,0.00551584,0.0165475,0.00551584,0.0165475,0.00551584,0.0165475,0.00551584
96,10889.8,0.68442,0.11147,0.00036,0.97705,0.95319,0.97333,0.67726,2.13364,0.49033,0.00797,0.0163151,0.00543837,0.0163151,0.00543837,0.0163151,0.00543837,0.0163151,0.00543837
97,11001.7,0.69889,0.11138,0.00037,0.96634,0.96177,0.97342,0.68102,2.11421,0.49598,0.00797,0.0160824,0.00536081,0.0160824,0.00536081,0.0160824,0.00536081,0.0160824,0.00536081
98,11117.4,0.70524,0.11043,0.00038,0.97701,0.95432,0.97402,0.68227,2.10921,0.48601,0.00791,0.0158495,0.00528318,0.0158495,0.00528318,0.0158495,0.00528318,0.0158495,0.00528318
99,11229.7,0.68541,0.10795,0.00035,0.97235,0.96052,0.97181,0.67529,2.11706,0.52288,0.00792,0.0156164,0.00520548,0.0156164,0.00520548,0.0156164,0.00520548,0.0156164,0.00520548
100,11342,0.68777,0.10933,0.00038,0.96732,0.96337,0.97559,0.68149,2.09507,0.50201,0.00786,0.0153833,0.00512775,0.0153833,0.00512775,0.0153833,0.00512775,0.0153833,0.00512775
101,11457.2,0.66565,0.10592,0.00036,0.96733,0.96251,0.97534,0.67919,2.10809,0.5373,0.0079,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
102,11571.5,0.66865,0.10614,0.00035,0.96716,0.9623,0.97454,0.67547,2.10595,0.51858,0.00791,0.0149167,0.00497225,0.0149167,0.00497225,0.0149167,0.00497225,0.0149167,0.00497225
103,11683.6,0.66771,0.10542,0.00033,0.97457,0.95949,0.97504,0.68051,2.12283,0.5097,0.00797,0.0146836,0.00489452,0.0146836,0.00489452,0.0146836,0.00489452,0.0146836,0.00489452
