epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
41,351.194,1.93582,0.19945,0.00146,0.52948,0.43077,0.46109,0.23842,2.19354,0.81306,0.00331,0.0197389,0.00657963,0.0197389,0.00657963,0.0197389,0.00657963,0.0197389,0.00657963
42,359.271,1.73254,0.18107,0.00159,0.62609,0.47692,0.48915,0.26423,2.42857,0.77603,0.00335,0.019293,0.00643101,0.019293,0.00643101,0.019293,0.00643101,0.019293,0.00643101
43,367.388,1.53772,0.15883,0.00135,0.60101,0.50987,0.49969,0.25668,2.12818,0.78302,0.00366,0.018843,0.00628101,0.018843,0.00628101,0.018843,0.00628101,0.018843,0.00628101
44,375.6,1.75757,0.16452,0.00163,0.51706,0.58462,0.52609,0.24722,2.42958,0.845,0.00326,0.0183894,0.00612981,0.0183894,0.00612981,0.0183894,0.00612981,0.0183894,0.00612981
45,383.697,1.88064,0.14725,0.00154,0.66828,0.52308,0.55462,0.30985,2.12693,0.86843,0.00338,0.0179326,0.00597754,0.0179326,0.00597754,0.0179326,0.00597754,0.0179326,0.00597754
46,391.915,1.59753,0.12803,0.00101,0.61807,0.62249,0.57943,0.29331,2.30715,0.78625,0.00436,0.0174731,0.00582435,0.0174731,0.00582435,0.0174731,0.00582435,0.0174731,0.00582435
47,400.115,1.72422,0.12622,0.00116,0.57158,0.6,0.49891,0.24477,2.46848,0.83141,0.00417,0.0170112,0.0056704,0.0170112,0.0056704,0.0170112,0.0056704,0.0170112,0.0056704
48,408.41,1.50446,0.11394,0.00158,0.58838,0.61538,0.50386,0.24322,2.50342,0.83069,0.00484,0.0165475,0.00551584,0.0165475,0.00551584,0.0165475,0.00551584,0.0165475,0.00551584
49,416.672,1.63191,0.12571,0.00174,0.48178,0.63077,0.47663,0.25436,2.4911,0.76366,0.00484,0.0160824,0.00536081,0.0160824,0.00536081,0.0160824,0.00536081,0.0160824,0.00536081
50,425.023,1.25877,0.10158,0.00104,0.54051,0.53846,0.50483,0.26207,2.36903,0.82129,0.00492,0.0156164,0.00520548,0.0156164,0.00520548,0.0156164,0.00520548,0.0156164,0.00520548
51,433.48,1.46161,0.11051,0.00198,0.68098,0.53846,0.51274,0.26818,2.53155,0.8688,0.00577,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
52,441.765,1.42577,0.10928,0.00123,0.63377,0.53253,0.5202,0.27352,2.4924,0.85967,0.00553,0.0146836,0.00489452,0.0146836,0.00489452,0.0146836,0.00489452,0.0146836,0.00489452
