epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
13,123.878,2.35988,0.72154,0.00373,0.66206,0.45722,0.48886,0.1897,3.53774,0.89486,0.00595,0.0289572,0.00965239,0.0289572,0.00965239,0.0289572,0.00965239,0.0289572,0.00965239
14,133.065,2.81273,0.7089,0.00539,0.51657,0.4,0.35866,0.13127,3.3032,1.01181,0.00399,0.0287787,0.00959289,0.0287787,0.00959289,0.0287787,0.00959289,0.0287787,0.00959289
15,141.401,2.32593,0.64559,0.00359,0.52407,0.49557,0.3668,0.15095,2.94205,0.99412,0.00579,0.0285867,0.00952889,0.0285867,0.00952889,0.0285867,0.00952889,0.0285867,0.00952889
16,149.654,2.91863,0.6364,0.00576,0.66504,0.45,0.5116,0.25583,3.03788,0.84461,0.00563,0.0283814,0.00946048,0.0283814,0.00946048,0.0283814,0.00946048,0.0283814,0.00946048
17,158.044,2.7481,0.62539,0.00438,0.63281,0.41667,0.45956,0.28849,2.05322,0.86804,0.00421,0.0281632,0.00938772,0.0281632,0.00938772,0.0281632,0.00938772,0.0281632,0.00938772
18,166.917,2.20665,0.57815,0.00358,0.60728,0.28333,0.40551,0.21705,2.92153,1.18088,0.00479,0.027932,0.00931067,0.027932,0.00931067,0.027932,0.00931067,0.027932,0.00931067
19,176.001,2.47338,0.52091,0.00384,0.66274,0.28333,0.40811,0.22434,2.64329,1.31359,0.00394,0.0276883,0.00922942,0.0276883,0.00922942,0.0276883,0.00922942,0.0276883,0.00922942
20,184.223,2.57927,0.50519,0.00355,0.48131,0.4,0.38386,0.2365,2.08229,1.39792,0.0031,0.0274321,0.00914405,0.0274321,0.00914405,0.0274321,0.00914405,0.0274321,0.00914405
21,192.579,2.26644,0.46976,0.00269,0.60217,0.3,0.41629,0.22631,2.57767,1.18514,0.00399,0.0271639,0.00905463,0.0271639,0.00905463,0.0271639,0.00905463,0.0271639,0.00905463
22,200.843,2.43365,0.38508,0.00247,0.65832,0.41667,0.46935,0.26316,2.05429,1.09328,0.00466,0.0268838,0.00896127,0.0268838,0.00896127,0.0268838,0.00896127,0.0268838,0.00896127
23,209.142,1.94067,0.38858,0.00241,0.86493,0.36667,0.53182,0.30678,1.96544,1.29013,0.00553,0.0265921,0.00886404,0.0265921,0.00886404,0.0265921,0.00886404,0.0265921,0.00886404
24,217.6,2.47181,0.31131,0.00281,0.8194,0.31667,0.50508,0.3079,1.98247,1.26496,0.00518,0.0262891,0.00876305,0.0262891,0.00876305,0.0262891,0.00876305,0.0262891,0.00876305
25,225.98,2.60777,0.30769,0.00265,0.55766,0.44133,0.41174,0.26779,2.01187,1.32748,0.00307,0.0259752,0.00865839,0.0259752,0.00865839,0.0259752,0.00865839,0.0259752,0.00865839
26,234.299,2.23567,0.28398,0.00237,0.6307,0.25,0.44925,0.24214,2.53897,1.18681,0.00358,0.0256505,0.00855018,0.0256505,0.00855018,0.0256505,0.00855018,0.0256505,0.00855018
27,242.859,2.29355,0.31847,0.00226,0.69847,0.4,0.45526,0.17704,3.46278,1.2778,0.00416,0.0253155,0.00843851,0.0253155,0.00843851,0.0253155,0.00843851,0.0253155,0.00843851
28,251.182,2.7081,0.29577,0.00262,0.67902,0.42319,0.50309,0.27573,2.7973,1.00122,0.0026,0.0249705,0.00832349,0.0249705,0.00832349,0.0249705,0.00832349,0.0249705,0.00832349
29,259.53,1.89991,0.2398,0.00207,0.56658,0.43333,0.46381,0.26062,2.80423,1.01404,0.00344,0.0246157,0.00820525,0.0246157,0.00820525,0.0246157,0.00820525,0.0246157,0.00820525
30,267.769,2.14318,0.22584,0.00229,0.6395,0.41398,0.44723,0.28777,2.44221,1.10628,0.00365,0.0242517,0.00808389,0.0242517,0.00808389,0.0242517,0.00808389,0.0242517,0.00808389
31,276.083,2.35733,0.22031,0.00162,0.64639,0.36667,0.4648,0.29949,2.15295,1.23615,0.00388,0.0238786,0.00795954,0.0238786,0.00795954,0.0238786,0.00795954,0.0238786,0.00795954
32,284.293,1.89098,0.20511,0.0016,0.52506,0.41667,0.47436,0.23011,3.20432,1.04336,0.00278,0.0234969,0.00783231,0.0234969,0.00783231,0.0234969,0.00783231,0.0234969,0.00783231
33,292.693,2.05272,0.19074,0.00205,0.6153,0.45,0.52541,0.3196,2.79714,1.093,0.00394,0.023107,0.00770234,0.023107,0.00770234,0.023107,0.00770234,0.023107,0.00770234
34,300.915,2.20197,0.17797,0.00198,0.64563,0.45556,0.50035,0.28328,2.77707,1.18624,0.00528,0.0227093,0.00756976,0.0227093,0.00756976,0.0227093,0.00756976,0.0227093,0.00756976
35,309.233,2.30255,0.17396,0.00157,0.73397,0.46667,0.56321,0.3548,2.38335,1.08491,0.00439,0.022304,0.00743468,0.022304,0.00743468,0.022304,0.00743468,0.022304,0.00743468
36,319.084,1.94504,0.15018,0.00171,0.77066,0.43333,0.55637,0.31872,2.75769,1.0698,0.00418,0.0218918,0.00729725,0.0218918,0.00729725,0.0218918,0.00729725,0.0218918,0.00729725
37,327.497,2.1609,0.15567,0.00159,0.83337,0.4,0.54304,0.32493,2.6074,1.17052,0.0059,0.0214728,0.00715761,0.0214728,0.00715761,0.0214728,0.00715761,0.0214728,0.00715761
38,335.717,1.85482,0.1263,0.00188,0.74382,0.43558,0.5135,0.27501,2.93194,1.1741,0.00564,0.0210476,0.00701588,0.0210476,0.00701588,0.0210476,0.00701588,0.0210476,0.00701588
39,344.042,1.89523,0.13031,0.00184,0.56831,0.51667,0.53433,0.2942,2.8553,1.17401,0.00497,0.0206166,0.00687222,0.0206166,0.00687222,0.0206166,0.00687222,0.0206166,0.00687222
40,352.897,2.0019,0.13229,0.00175,0.44151,0.55342,0.46017,0.2726,2.75338,1.26719,0.00639,0.0201803,0.00672675,0.0201803,0.00672675,0.0201803,0.00672675,0.0201803,0.00672675
41,362.057,1.96126,0.12806,0.00156,0.29839,0.61667,0.46085,0.27564,2.73706,1.31718,0.00584,0.0197389,0.00657963,0.0197389,0.00657963,0.0197389,0.00657963,0.0197389,0.00657963
42,371.004,1.72898,0.11768,0.00186,0.56751,0.28333,0.3744,0.22416,2.79648,1.34967,0.00615,0.019293,0.00643101,0.019293,0.00643101,0.019293,0.00643101,0.019293,0.00643101
43,379.867,1.66206,0.10882,0.00132,0.54364,0.36667,0.41102,0.23289,2.8692,1.51082,0.00599,0.018843,0.00628101,0.018843,0.00628101,0.018843,0.00628101,0.018843,0.00628101
44,388.613,1.59463,0.10634,0.00166,0.29825,0.56667,0.41714,0.27338,2.65373,1.47482,0.00741,0.0183894,0.00612981,0.0183894,0.00612981,0.0183894,0.00612981,0.0183894,0.00612981
45,397.667,1.58518,0.10554,0.00159,0.28814,0.56667,0.39058,0.2427,2.54175,1.45502,0.0068,0.0179326,0.00597754,0.0179326,0.00597754,0.0179326,0.00597754,0.0179326,0.00597754
46,406.744,1.32018,0.09486,0.0016,0.40124,0.46667,0.40086,0.21883,2.86211,1.51202,0.00612,0.0174731,0.00582435,0.0174731,0.00582435,0.0174731,0.00582435,0.0174731,0.00582435
47,415.283,1.57488,0.10113,0.00156,0.30435,0.46667,0.39464,0.21228,3.03676,1.65176,0.00786,0.0170112,0.0056704,0.0170112,0.0056704,0.0170112,0.0056704,0.0170112,0.0056704
48,423.889,1.52383,0.10031,0.00093,0.34568,0.46667,0.42512,0.27148,2.73777,1.64793,0.00831,0.0165475,0.00551584,0.0165475,0.00551584,0.0165475,0.00551584,0.0165475,0.00551584
49,432.649,1.48948,0.09712,0.0014,0.55841,0.38333,0.42445,0.27052,2.74398,1.51349,0.00798,0.0160824,0.00536081,0.0160824,0.00536081,0.0160824,0.00536081,0.0160824,0.00536081
50,441.001,1.26526,0.08559,0.00151,0.56141,0.36667,0.41351,0.23198,2.95946,1.43315,0.00767,0.0156164,0.00520548,0.0156164,0.00520548,0.0156164,0.00520548,0.0156164,0.00520548
51,449.325,1.48052,0.09582,0.00118,0.48329,0.4,0.3756,0.21171,2.91443,1.3617,0.00763,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
52,457.568,1.3243,0.09127,0.00127,0.31776,0.56667,0.39747,0.24085,2.73347,1.39572,0.00682,0.0146836,0.00489452,0.0146836,0.00489452,0.0146836,0.00489452,0.0146836,0.00489452
53,465.896,1.27765,0.08682,0.00131,0.27826,0.53333,0.34282,0.22072,2.62422,1.40015,0.00731,0.0142176,0.00473919,0.0142176,0.00473919,0.0142176,0.00473919,0.0142176,0.00473919
54,474.107,1.37598,0.08843,0.00141,0.26891,0.53333,0.32478,0.18942,2.95855,1.46574,0.00734,0.0137525,0.00458416,0.0137525,0.00458416,0.0137525,0.00458416,0.0137525,0.00458416
55,482.483,1.26771,0.08426,0.00115,0.28571,0.53333,0.34258,0.18176,3.16998,1.44673,0.00811,0.0132888,0.0044296,0.0132888,0.0044296,0.0132888,0.0044296,0.0132888,0.0044296
56,490.805,1.24928,0.08116,0.0012,0.40175,0.48333,0.39335,0.24221,2.89909,1.40712,0.00928,0.0128269,0.00427565,0.0128269,0.00427565,0.0128269,0.00427565,0.0128269,0.00427565
57,499.13,1.17252,0.07869,0.00122,0.33333,0.53333,0.39843,0.26128,2.81763,1.43433,0.00934,0.0123674,0.00412246,0.0123674,0.00412246,0.0123674,0.00412246,0.0123674,0.00412246
58,507.384,1.24607,0.08197,0.00171,0.31579,0.5,0.37175,0.20357,3.29107,1.45864,0.0101,0.0119106,0.00397019,0.0119106,0.00397019,0.0119106,0.00397019,0.0119106,0.00397019
59,515.696,1.18807,0.07687,0.00109,0.50743,0.35,0.39822,0.23741,3.21353,1.45839,0.01024,0.011457,0.00381899,0.011457,0.00381899,0.011457,0.00381899,0.011457,0.00381899
60,523.978,1.17152,0.07594,0.00106,0.58486,0.35,0.44614,0.28711,2.95177,1.42203,0.00962,0.011007,0.00366899,0.011007,0.00366899,0.011007,0.00366899,0.011007,0.00366899
