epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
23,2661.14,1.17587,0.26571,0.00085,0.63168,0.49718,0.55488,0.32752,2.02833,0.6623,0.00431,0.0291221,0.00970736,0.0291221,0.00970736,0.0291221,0.00970736,0.0291221,0.00970736
24,2772.93,1.20815,0.26124,0.00096,0.55828,0.50378,0.52307,0.3231,1.99242,0.66574,0.00553,0.0290413,0.00968045,0.0290413,0.00968045,0.0290413,0.00968045,0.0290413,0.00968045
25,2883.02,1.11296,0.24717,0.00086,0.65421,0.49829,0.57427,0.35057,2.09637,0.62495,0.0058,0.0289572,0.00965239,0.0289572,0.00965239,0.0289572,0.00965239,0.0289572,0.00965239
26,2993.69,1.11633,0.21664,0.00083,0.57319,0.46056,0.50331,0.30414,2.01608,0.72726,0.00424,0.0288696,0.0096232,0.0288696,0.0096232,0.0288696,0.0096232,0.0288696,0.0096232
27,3106.42,1.09707,0.1924,0.00076,0.68879,0.54789,0.59623,0.37961,2.0626,0.63071,0.00475,0.0287787,0.00959289,0.0287787,0.00959289,0.0287787,0.00959289,0.0287787,0.00959289
28,3216.49,1.14739,0.18187,0.00078,0.61174,0.51408,0.56031,0.34446,2.07483,0.6778,0.00608,0.0286843,0.00956145,0.0286843,0.00956145,0.0286843,0.00956145,0.0286843,0.00956145
29,3326.36,1.0825,0.17804,0.00078,0.64774,0.49726,0.55642,0.3554,1.9752,0.69232,0.00576,0.0285867,0.00952889,0.0285867,0.00952889,0.0285867,0.00952889,0.0285867,0.00952889
30,3439.68,1.09642,0.18267,0.00076,0.70209,0.55915,0.62021,0.38536,2.07291,0.66707,0.00661,0.0284857,0.00949524,0.0284857,0.00949524,0.0284857,0.00949524,0.0284857,0.00949524
31,3549.65,1.0905,0.16893,0.0007,0.6279,0.55634,0.5521,0.35005,1.95374,0.7197,0.00574,0.0283814,0.00946048,0.0283814,0.00946048,0.0283814,0.00946048,0.0283814,0.00946048
32,3659.61,1.08582,0.1603,0.00074,0.6162,0.49296,0.52606,0.32786,2.00588,0.70444,0.00483,0.0282739,0.00942464,0.0282739,0.00942464,0.0282739,0.00942464,0.0282739,0.00942464
33,3772.44,1.03758,0.15632,0.00073,0.59514,0.51138,0.55978,0.34762,2.07761,0.65422,0.00578,0.0281632,0.00938772,0.0281632,0.00938772,0.0281632,0.00938772,0.0281632,0.00938772
34,3883.11,1.01156,0.14015,0.00068,0.56869,0.51813,0.51703,0.32389,2.20315,0.70027,0.00574,0.0280492,0.00934973,0.0280492,0.00934973,0.0280492,0.00934973,0.0280492,0.00934973
35,3993.28,1.00848,0.13711,0.00072,0.58061,0.56742,0.57042,0.3655,2.02501,0.65951,0.00488,0.027932,0.00931067,0.027932,0.00931067,0.027932,0.00931067,0.027932,0.00931067
36,4104.84,0.99445,0.13541,0.00069,0.54284,0.49437,0.51199,0.3045,2.21593,0.74545,0.00534,0.0278117,0.00927057,0.0278117,0.00927057,0.0278117,0.00927057,0.0278117,0.00927057
37,4217,1.00357,0.13379,0.00065,0.62816,0.51127,0.5499,0.34135,2.18697,0.70959,0.00646,0.0276883,0.00922942,0.0276883,0.00922942,0.0276883,0.00922942,0.0276883,0.00922942
38,4327.06,0.98678,0.1295,0.00071,0.63966,0.53255,0.56799,0.36954,2.20425,0.72954,0.00656,0.0275617,0.00918725,0.0275617,0.00918725,0.0275617,0.00918725,0.0275617,0.00918725
39,4437.59,0.98403,0.12084,0.00065,0.58094,0.54648,0.55462,0.34714,2.1342,0.68291,0.00534,0.0274321,0.00914405,0.0274321,0.00914405,0.0274321,0.00914405,0.0274321,0.00914405
40,4549.96,0.97557,0.11341,0.00069,0.59748,0.47606,0.52421,0.32936,2.1316,0.74539,0.00516,0.0272995,0.00909984,0.0272995,0.00909984,0.0272995,0.00909984,0.0272995,0.00909984
41,4659.79,0.94225,0.10635,0.0006,0.66372,0.49155,0.54789,0.34845,2.16745,0.68635,0.00455,0.0271639,0.00905463,0.0271639,0.00905463,0.0271639,0.00905463,0.0271639,0.00905463
42,4769.45,0.91625,0.10339,0.00063,0.63195,0.51831,0.56001,0.35492,2.27312,0.69007,0.0061,0.0270253,0.00900844,0.0270253,0.00900844,0.0270253,0.00900844,0.0270253,0.00900844
43,4882.56,0.9206,0.09657,0.00063,0.66973,0.53803,0.57983,0.36823,2.31154,0.73203,0.00691,0.0268838,0.00896127,0.0268838,0.00896127,0.0268838,0.00896127,0.0268838,0.00896127
44,4992.35,0.88873,0.09116,0.00063,0.62941,0.49014,0.54224,0.33961,2.21033,0.76983,0.00596,0.0267394,0.00891313,0.0267394,0.00891313,0.0267394,0.00891313,0.0267394,0.00891313
45,5102.13,0.8412,0.08387,0.00061,0.61082,0.52612,0.52701,0.33072,2.23573,0.80828,0.00549,0.0265921,0.00886404,0.0265921,0.00886404,0.0265921,0.00886404,0.0265921,0.00886404
46,5215.13,0.87708,0.08917,0.00058,0.58926,0.47484,0.50444,0.31405,2.2078,0.87085,0.00506,0.026442,0.00881401,0.026442,0.00881401,0.026442,0.00881401,0.026442,0.00881401
47,5325.84,0.8715,0.08676,0.00059,0.64723,0.50986,0.55523,0.37162,2.21244,0.8074,0.00581,0.0262891,0.00876305,0.0262891,0.00876305,0.0262891,0.00876305,0.0262891,0.00876305
48,5435.88,0.85865,0.08476,0.00062,0.59702,0.47465,0.51447,0.31961,2.24055,0.80055,0.00552,0.0261335,0.00871117,0.0261335,0.00871117,0.0261335,0.00871117,0.0261335,0.00871117
49,5547.71,0.89306,0.09036,0.0006,0.62968,0.52927,0.57356,0.37044,2.20038,0.79788,0.00524,0.0259752,0.00865839,0.0259752,0.00865839,0.0259752,0.00865839,0.0259752,0.00865839
50,5658.7,0.84266,0.07997,0.00058,0.55904,0.49577,0.52507,0.32843,2.34771,0.81999,0.00542,0.0258142,0.00860473,0.0258142,0.00860473,0.0258142,0.00860473,0.0258142,0.00860473
51,5768.87,0.85354,0.07886,0.00051,0.59245,0.49549,0.52931,0.33241,2.3184,0.82074,0.00594,0.0256505,0.00855018,0.0256505,0.00855018,0.0256505,0.00855018,0.0256505,0.00855018
52,5879.65,0.86378,0.08269,0.0006,0.61864,0.53521,0.55232,0.36696,2.09387,0.82248,0.00519,0.0254843,0.00849477,0.0254843,0.00849477,0.0254843,0.00849477,0.0254843,0.00849477
53,5991.65,0.78798,0.07333,0.00051,0.58712,0.50472,0.54639,0.35528,2.18994,0.81111,0.00441,0.0253155,0.00843851,0.0253155,0.00843851,0.0253155,0.00843851,0.0253155,0.00843851
54,6101.51,0.77564,0.07157,0.00048,0.59096,0.47411,0.5188,0.33213,2.287,0.90857,0.00487,0.0251442,0.00838141,0.0251442,0.00838141,0.0251442,0.00838141,0.0251442,0.00838141
55,6211.47,0.80579,0.07269,0.00054,0.57851,0.49489,0.53727,0.35611,2.20444,0.87471,0.00575,0.0249705,0.00832349,0.0249705,0.00832349,0.0249705,0.00832349,0.0249705,0.00832349
56,6325.43,0.7647,0.07401,0.00052,0.61223,0.47746,0.53776,0.34365,2.23897,0.82039,0.00543,0.0247943,0.00826477,0.0247943,0.00826477,0.0247943,0.00826477,0.0247943,0.00826477
57,6435.65,0.80162,0.07331,0.00054,0.61326,0.50986,0.54815,0.34495,2.23229,0.77477,0.00529,0.0246157,0.00820525,0.0246157,0.00820525,0.0246157,0.00820525,0.0246157,0.00820525
58,6545.47,0.80253,0.0717,0.00051,0.63278,0.52666,0.56346,0.37161,2.22043,0.80125,0.00506,0.0244349,0.00814495,0.0244349,0.00814495,0.0244349,0.00814495,0.0244349,0.00814495
59,6655.84,0.78856,0.06569,0.0005,0.6067,0.49971,0.53248,0.34661,2.27036,0.93859,0.00601,0.0242517,0.00808389,0.0242517,0.00808389,0.0242517,0.00808389,0.0242517,0.00808389
60,6766.04,0.75435,0.06593,0.00047,0.6149,0.56056,0.56651,0.3687,2.29537,0.84913,0.00568,0.0240662,0.00802208,0.0240662,0.00802208,0.0240662,0.00802208,0.0240662,0.00802208
61,6874.29,0.78184,0.06686,0.00051,0.64593,0.56761,0.59478,0.39517,2.1832,0.80536,0.00522,0.0238786,0.00795954,0.0238786,0.00795954,0.0238786,0.00795954,0.0238786,0.00795954
62,6983.18,0.75815,0.06443,0.00049,0.64735,0.53261,0.56637,0.37597,2.26569,0.90175,0.00633,0.0236888,0.00789628,0.0236888,0.00789628,0.0236888,0.00789628,0.0236888,0.00789628
63,7094.02,0.75771,0.06533,0.00049,0.6866,0.52817,0.5808,0.37042,2.29024,0.77319,0.00592,0.0234969,0.00783231,0.0234969,0.00783231,0.0234969,0.00783231,0.0234969,0.00783231
