epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,1240.03,1.19518,0.44003,1.15675,0.95989,0.97522,0.9914,0.77305,1.65351,0.47876,0.80867,0.00158847,0.00158847,0.00158847
23,1295.51,1.13693,0.41776,1.16163,0.98581,0.96837,0.99263,0.83466,1.42693,0.44114,0.77829,0.00158094,0.00158094,0.00158094
24,1350.6,1.16092,0.43619,1.15562,0.97466,0.96991,0.99043,0.81872,1.44464,0.44971,0.79617,0.0015731,0.0015731,0.0015731
25,1407.56,1.15067,0.44015,1.16094,0.97561,0.97434,0.99155,0.81989,1.35899,0.49894,0.752,0.00156493,0.00156493,0.00156493
26,1464.78,1.11762,0.42878,1.15124,0.97489,0.97483,0.99185,0.81274,1.49347,0.45583,0.77344,0.00155645,0.00155645,0.00155645
27,1520.16,1.11125,0.4194,1.15164,0.97694,0.97379,0.99077,0.82472,1.37121,0.43186,0.76777,0.00154765,0.00154765,0.00154765
28,1575.21,1.12126,0.40999,1.15273,0.97378,0.97436,0.98742,0.78844,1.53024,0.45983,0.76983,0.00153854,0.00153854,0.00153854
29,1630.5,1.08035,0.39707,1.15132,0.98385,0.97333,0.99236,0.82438,1.40989,0.42164,0.75996,0.00152913,0.00152913,0.00152913
30,1686.03,1.10722,0.40715,1.15368,0.97956,0.97182,0.99266,0.80789,1.53791,0.44526,0.80641,0.00151942,0.00151942,0.00151942
31,1741.39,1.10647,0.40987,1.15468,0.97491,0.98133,0.99005,0.82668,1.39105,0.43681,0.76732,0.00150941,0.00150941,0.00150941
32,1799.47,1.08311,0.39165,1.15299,0.97945,0.96748,0.99239,0.81358,1.50473,0.43515,0.79074,0.0014991,0.0014991,0.0014991
33,1855.41,1.08395,0.39952,1.14821,0.97205,0.97327,0.99085,0.80397,1.47889,0.4433,0.81134,0.00148851,0.00148851,0.00148851
34,1910.28,1.05983,0.39509,1.15129,0.98347,0.96739,0.99265,0.82406,1.43857,0.4451,0.78746,0.00147764,0.00147764,0.00147764
35,1964.7,1.02788,0.37819,1.15,0.97846,0.97008,0.99164,0.82244,1.40034,0.42742,0.78361,0.00146648,0.00146648,0.00146648
36,2019.34,1.07159,0.39113,1.14426,0.97516,0.97367,0.98978,0.8151,1.42161,0.43163,0.76475,0.00145505,0.00145505,0.00145505
37,2074.02,1.04831,0.3796,1.14806,0.97022,0.97775,0.98986,0.82433,1.40809,0.44529,0.75729,0.00144335,0.00144335,0.00144335
38,2130.03,1.09261,0.40025,1.15384,0.98207,0.97493,0.99255,0.82226,1.38861,0.44269,0.75515,0.00143139,0.00143139,0.00143139
39,2187.03,1.04239,0.38438,1.14904,0.9788,0.97199,0.99198,0.8113,1.40427,0.42223,0.77391,0.00141917,0.00141917,0.00141917
40,2242.46,1.06525,0.38228,1.14575,0.97212,0.97897,0.99186,0.82031,1.44193,0.42445,0.79531,0.0014067,0.0014067,0.0014067
41,2298.1,1.04755,0.39469,1.14303,0.9878,0.97851,0.99292,0.84258,1.32703,0.39425,0.7554,0.00139398,0.00139398,0.00139398
42,2353.7,1.03143,0.38965,1.14701,0.98355,0.97632,0.99298,0.83678,1.34892,0.41181,0.78165,0.00138101,0.00138101,0.00138101
43,2409.37,1.00195,0.37279,1.14349,0.9833,0.97031,0.98881,0.83396,1.38579,0.40749,0.77744,0.00136781,0.00136781,0.00136781
44,2465.04,1.02779,0.36788,1.15286,0.97825,0.96549,0.98482,0.80317,1.43342,0.41217,0.80204,0.00135438,0.00135438,0.00135438
45,2522.93,1.00883,0.36759,1.14079,0.97776,0.97519,0.99096,0.84036,1.36316,0.42581,0.77096,0.00134073,0.00134073,0.00134073
46,2579.2,1.04478,0.37218,1.14285,0.9747,0.9799,0.98918,0.83112,1.3852,0.40321,0.79875,0.00132685,0.00132685,0.00132685
47,2634.63,1.03392,0.37133,1.14271,0.9776,0.97965,0.99242,0.84567,1.3163,0.40302,0.75204,0.00131277,0.00131277,0.00131277
48,2689.99,1.01588,0.37204,1.14347,0.97543,0.98282,0.99267,0.83419,1.38938,0.41793,0.78506,0.00129847,0.00129847,0.00129847
49,2745.52,1.00353,0.35731,1.14869,0.98238,0.97948,0.99247,0.84185,1.34268,0.3999,0.7831,0.00128398,0.00128398,0.00128398
50,2800.91,0.97266,0.35956,1.13809,0.98167,0.98,0.99233,0.8423,1.38152,0.40119,0.78821,0.00126929,0.00126929,0.00126929
51,2857.82,0.97836,0.35319,1.14104,0.97538,0.98277,0.99341,0.85206,1.31721,0.40435,0.7639,0.00125442,0.00125442,0.00125442
52,2915.22,0.97735,0.35607,1.1411,0.97864,0.97437,0.99126,0.83968,1.33963,0.40472,0.77409,0.00123936,0.00123936,0.00123936
53,2970.38,0.99801,0.3574,1.14646,0.98397,0.97699,0.99296,0.8227,1.37239,0.40731,0.77357,0.00122413,0.00122413,0.00122413
54,3025.34,0.98121,0.34661,1.13845,0.98046,0.97955,0.99371,0.83736,1.3546,0.38793,0.77319,0.00120873,0.00120873,0.00120873
55,3080.83,0.98609,0.35129,1.13832,0.97272,0.98237,0.99082,0.84952,1.32599,0.40715,0.77501,0.00119317,0.00119317,0.00119317
56,3136.32,0.95973,0.34281,1.13959,0.98402,0.97876,0.99256,0.85294,1.34478,0.39187,0.77346,0.00117746,0.00117746,0.00117746
57,3192.24,0.96407,0.34329,1.14302,0.98571,0.9775,0.99315,0.85691,1.31139,0.389,0.75865,0.0011616,0.0011616,0.0011616
58,3250.36,0.94194,0.33055,1.13271,0.97852,0.98236,0.9929,0.84504,1.299,0.38486,0.75863,0.0011456,0.0011456,0.0011456
59,3306.1,0.97548,0.34074,1.1367,0.9818,0.9823,0.99259,0.8422,1.28891,0.37602,0.75518,0.00112946,0.00112946,0.00112946
60,3361.21,0.95583,0.3371,1.1421,0.98518,0.98228,0.99212,0.8488,1.31725,0.38647,0.76607,0.0011132,0.0011132,0.0011132
61,3416.45,0.93522,0.33181,1.13695,0.98405,0.98396,0.9924,0.83212,1.3596,0.39177,0.78142,0.00109683,0.00109683,0.00109683
62,3472,0.92194,0.33184,1.13422,0.98057,0.98277,0.99182,0.86005,1.30077,0.40837,0.7568,0.00108033,0.00108033,0.00108033
63,3527.77,0.97459,0.34112,1.14257,0.98183,0.98566,0.99396,0.85018,1.33614,0.38976,0.77892,0.00106374,0.00106374,0.00106374
64,3585.19,0.93789,0.3244,1.13816,0.98315,0.98177,0.99326,0.8475,1.31475,0.39098,0.758,0.00104705,0.00104705,0.00104705
65,3641.47,0.92506,0.3252,1.1353,0.98057,0.98333,0.99362,0.85204,1.29308,0.38228,0.76056,0.00103026,0.00103026,0.00103026
66,3696.58,0.95224,0.33311,1.13818,0.9819,0.98584,0.99339,0.84369,1.35104,0.37113,0.77527,0.0010134,0.0010134,0.0010134
67,3751.64,0.93433,0.32366,1.14328,0.98979,0.9823,0.99368,0.85198,1.31756,0.37679,0.7718,0.000996456,0.000996456,0.000996456
68,3807.32,0.95701,0.33172,1.13966,0.99111,0.97638,0.99264,0.84197,1.33668,0.38096,0.76801,0.000979447,0.000979447,0.000979447
69,3862.74,0.92916,0.32435,1.13642,0.9841,0.97677,0.99252,0.85109,1.24535,0.38411,0.74608,0.000962378,0.000962378,0.000962378
70,3919.02,0.90907,0.31489,1.13928,0.98374,0.98053,0.99191,0.84998,1.27105,0.38067,0.75733,0.000945256,0.000945256,0.000945256
71,3976.55,0.92354,0.32083,1.13758,0.98266,0.97942,0.99253,0.84367,1.33777,0.40635,0.77047,0.000928088,0.000928088,0.000928088
72,4032.31,0.91165,0.31424,1.13318,0.97884,0.98407,0.99311,0.85209,1.31022,0.38746,0.76156,0.000910883,0.000910883,0.000910883
73,4087.49,0.91081,0.31551,1.13308,0.98253,0.98904,0.99361,0.85886,1.2868,0.37464,0.75507,0.000893648,0.000893648,0.000893648
74,4142.89,0.88688,0.3059,1.12903,0.97746,0.98412,0.9927,0.84239,1.28505,0.38542,0.75272,0.000876389,0.000876389,0.000876389
75,4198.5,0.88341,0.30771,1.13223,0.97907,0.9862,0.99331,0.85776,1.25758,0.37498,0.74468,0.000859116,0.000859116,0.000859116
76,4253.77,0.90582,0.31117,1.13536,0.9809,0.98684,0.99399,0.84469,1.30945,0.38091,0.75593,0.000841835,0.000841835,0.000841835
77,4311.11,0.89224,0.30917,1.13391,0.98703,0.98709,0.99409,0.85447,1.32483,0.37831,0.76172,0.000824554,0.000824554,0.000824554
78,4367.15,0.88457,0.29856,1.127,0.97978,0.9875,0.99385,0.85916,1.28603,0.38441,0.74672,0.000807281,0.000807281,0.000807281
79,4422.68,0.88455,0.30993,1.135,0.98443,0.98053,0.99331,0.85387,1.25767,0.38029,0.75277,0.000790022,0.000790022,0.000790022
80,4477.9,0.88609,0.30057,1.13727,0.98491,0.98407,0.99357,0.84533,1.29885,0.37754,0.75878,0.000772787,0.000772787,0.000772787
81,4533.4,0.88191,0.30211,1.1327,0.9841,0.98458,0.99351,0.84501,1.29744,0.38741,0.75504,0.000755582,0.000755582,0.000755582
82,4588.69,0.85202,0.29091,1.12713,0.98232,0.98435,0.99368,0.84438,1.30056,0.39006,0.75851,0.000738414,0.000738414,0.000738414
83,4644.93,0.86889,0.29954,1.13322,0.98493,0.98396,0.99404,0.85381,1.27031,0.37867,0.74445,0.000721292,0.000721292,0.000721292
84,4701.99,0.86123,0.29375,1.13081,0.98716,0.98214,0.99361,0.85632,1.27243,0.37737,0.74882,0.000704223,0.000704223,0.000704223
85,4757.35,0.85422,0.29538,1.13318,0.98719,0.97938,0.99345,0.85192,1.22666,0.37163,0.73108,0.000687214,0.000687214,0.000687214
86,4812.89,0.8615,0.28854,1.12333,0.98681,0.98319,0.99419,0.85753,1.27592,0.36751,0.74261,0.000670274,0.000670274,0.000670274
87,4868.25,0.84817,0.28728,1.13027,0.98609,0.98243,0.9938,0.863,1.23448,0.36859,0.73545,0.000653408,0.000653408,0.000653408
88,4923.96,0.83264,0.28398,1.13502,0.98822,0.97686,0.99384,0.85493,1.26791,0.37099,0.75143,0.000636625,0.000636625,0.000636625
89,4979.5,0.83865,0.28256,1.12867,0.98525,0.98138,0.99346,0.86088,1.27217,0.37266,0.74394,0.000619932,0.000619932,0.000619932
90,5037.52,0.84749,0.28576,1.1295,0.98372,0.98242,0.99351,0.85243,1.27364,0.36879,0.74676,0.000603336,0.000603336,0.000603336
91,5093.69,0.84072,0.28211,1.13027,0.98378,0.9829,0.99382,0.86134,1.26522,0.38644,0.73971,0.000586845,0.000586845,0.000586845
92,5149.13,0.82423,0.28399,1.13221,0.98841,0.98146,0.99373,0.86037,1.27193,0.3741,0.75176,0.000570466,0.000570466,0.000570466
93,5204.74,0.81207,0.27598,1.12913,0.98386,0.98087,0.99357,0.86136,1.24775,0.38066,0.73269,0.000554206,0.000554206,0.000554206
94,5260.45,0.8156,0.27922,1.12791,0.98545,0.98606,0.99412,0.86094,1.225,0.37439,0.72899,0.000538072,0.000538072,0.000538072
95,5315.96,0.81875,0.27418,1.12475,0.98043,0.98761,0.99363,0.86137,1.23304,0.38189,0.73209,0.000522071,0.000522071,0.000522071
96,5372.41,0.80872,0.2726,1.12814,0.9884,0.98389,0.99387,0.86821,1.24783,0.3781,0.73849,0.00050621,0.00050621,0.00050621
97,5429.15,0.82201,0.27682,1.12101,0.98768,0.98151,0.99394,0.86093,1.24862,0.37813,0.73538,0.000490497,0.000490497,0.000490497
98,5483.44,0.79327,0.26528,1.12371,0.98662,0.98242,0.9939,0.85542,1.28806,0.38042,0.74388,0.000474938,0.000474938,0.000474938
99,5538.93,0.80143,0.26701,1.12224,0.98332,0.98556,0.99267,0.86191,1.24232,0.37544,0.73374,0.000459539,0.000459539,0.000459539
100,5594.6,0.79063,0.26326,1.12338,0.98032,0.98938,0.99341,0.86893,1.26411,0.38304,0.73571,0.000444309,0.000444309,0.000444309
101,5650.94,0.77836,0.26375,1.12684,0.98144,0.98374,0.99364,0.86393,1.26301,0.37646,0.73423,0.000429252,0.000429252,0.000429252
102,5707.18,0.78047,0.26649,1.12162,0.9851,0.98142,0.99347,0.86486,1.25253,0.37645,0.73617,0.000414377,0.000414377,0.000414377
103,5765.12,0.77733,0.26047,1.12481,0.98887,0.98496,0.99401,0.86475,1.25324,0.37135,0.7361,0.000399689,0.000399689,0.000399689
104,5821.79,0.77215,0.26203,1.12452,0.98745,0.98551,0.99374,0.85999,1.26147,0.37398,0.73633,0.000385196,0.000385196,0.000385196
105,5877.06,0.77289,0.26239,1.1233,0.98507,0.98633,0.9924,0.86766,1.26074,0.37803,0.73836,0.000370902,0.000370902,0.000370902
106,5932.48,0.77043,0.2601,1.1234,0.98533,0.98584,0.99384,0.85834,1.27271,0.38193,0.74138,0.000356815,0.000356815,0.000356815
107,5988.33,0.77795,0.25617,1.12849,0.98785,0.98496,0.99384,0.86453,1.28135,0.37272,0.73917,0.000342941,0.000342941,0.000342941
108,6044.03,0.76733,0.25163,1.12214,0.98756,0.98438,0.99382,0.86633,1.26341,0.37315,0.73485,0.000329286,0.000329286,0.000329286
109,6101.3,0.74745,0.2479,1.12431,0.98761,0.98379,0.99397,0.86812,1.26525,0.37339,0.73678,0.000315855,0.000315855,0.000315855
110,6158.14,0.74562,0.25003,1.12187,0.98461,0.98584,0.99296,0.86278,1.28244,0.36806,0.74018,0.000302655,0.000302655,0.000302655
111,6213.69,0.74726,0.24536,1.11875,0.98418,0.98692,0.99283,0.86174,1.27935,0.37707,0.74077,0.000289692,0.000289692,0.000289692
112,6269.09,0.74445,0.24815,1.12251,0.9893,0.98558,0.99405,0.86421,1.28059,0.37624,0.737,0.000276971,0.000276971,0.000276971
113,6324.39,0.73484,0.2447,1.12843,0.98574,0.98481,0.99396,0.86739,1.27052,0.37591,0.73624,0.000264497,0.000264497,0.000264497
114,6378.64,0.73139,0.24565,1.11365,0.98789,0.98673,0.99429,0.86209,1.28187,0.37786,0.73909,0.000252277,0.000252277,0.000252277
115,6433.89,0.73299,0.24729,1.12154,0.98893,0.98714,0.99436,0.86621,1.28515,0.38139,0.73864,0.000240316,0.000240316,0.000240316
116,6491.01,0.72053,0.24557,1.11526,0.98681,0.98355,0.9937,0.86471,1.28034,0.37954,0.74061,0.000228618,0.000228618,0.000228618
117,6546.92,0.71038,0.24233,1.11992,0.98668,0.98803,0.99436,0.8626,1.28053,0.38236,0.73902,0.000217189,0.000217189,0.000217189
118,6601.63,0.71718,0.24211,1.12087,0.98706,0.9857,0.9942,0.86629,1.27054,0.37672,0.73821,0.000206034,0.000206034,0.000206034
119,6655.95,0.72049,0.23851,1.12276,0.98723,0.98584,0.9939,0.8634,1.28815,0.37583,0.7397,0.000195159,0.000195159,0.000195159
120,6710.85,0.71113,0.23941,1.12374,0.98635,0.98761,0.99379,0.86311,1.29022,0.38416,0.74221,0.000184566,0.000184566,0.000184566
121,6765.32,0.70683,0.23453,1.12237,0.98729,0.98673,0.99378,0.86853,1.28073,0.37957,0.7397,0.000174262,0.000174262,0.000174262
122,6822.21,0.70573,0.2317,1.12219,0.98968,0.98407,0.99383,0.86404,1.28547,0.38164,0.73884,0.000164251,0.000164251,0.000164251
123,6880.81,0.69662,0.23091,1.12379,0.98863,0.98407,0.99412,0.87203,1.2742,0.37806,0.73894,0.000154538,0.000154538,0.000154538
124,6936.07,0.69627,0.23354,1.12251,0.98846,0.98496,0.99396,0.86819,1.2767,0.38065,0.73844,0.000145125,0.000145125,0.000145125
125,6991.14,0.69911,0.23383,1.11834,0.98651,0.98673,0.99371,0.86529,1.29147,0.38623,0.74197,0.000136018,0.000136018,0.000136018
126,7046.19,0.68734,0.22673,1.11556,0.98627,0.98544,0.994,0.86644,1.2889,0.38552,0.74037,0.000127221,0.000127221,0.000127221
127,7101.34,0.6814,0.22626,1.11432,0.98583,0.98705,0.99398,0.86505,1.30524,0.38911,0.74503,0.000118737,0.000118737,0.000118737
128,7156.94,0.68267,0.22393,1.11118,0.98669,0.98603,0.99393,0.86705,1.28328,0.38744,0.74103,0.000110571,0.000110571,0.000110571
129,7214.25,0.68156,0.22497,1.12193,0.98769,0.98353,0.99378,0.86244,1.28839,0.38656,0.74196,0.000102725,0.000102725,0.000102725
130,7269.73,0.67179,0.22321,1.12036,0.98976,0.98439,0.99393,0.86352,1.29301,0.38927,0.74404,9.52034e-05,9.52034e-05,9.52034e-05
131,7324.86,0.67072,0.22379,1.11678,0.98618,0.9851,0.99383,0.86319,1.2979,0.39027,0.74181,8.80093e-05,8.80093e-05,8.80093e-05
132,7380.29,0.66681,0.22424,1.12095,0.98719,0.98317,0.99365,0.86404,1.29499,0.38756,0.74145,8.11458e-05,8.11458e-05,8.11458e-05
133,7435.78,0.66668,0.2213,1.1176,0.98328,0.98909,0.99372,0.86392,1.30021,0.39169,0.74414,7.4616e-05,7.4616e-05,7.4616e-05
134,7491.25,0.66636,0.22173,1.11908,0.98856,0.98407,0.99371,0.86664,1.29099,0.38535,0.74247,6.84227e-05,6.84227e-05,6.84227e-05
135,7548.51,0.65846,0.22126,1.11479,0.98956,0.98475,0.99382,0.86413,1.29056,0.38577,0.74056,6.25687e-05,6.25687e-05,6.25687e-05
136,7605.37,0.65615,0.21798,1.11618,0.98837,0.98462,0.99379,0.86637,1.28356,0.38573,0.73943,5.70564e-05,5.70564e-05,5.70564e-05
137,7660.91,0.65366,0.21677,1.11804,0.98791,0.98584,0.99386,0.86303,1.29038,0.38624,0.74004,5.18885e-05,5.18885e-05,5.18885e-05
138,7716.19,0.65042,0.21629,1.12069,0.98845,0.98555,0.99395,0.86167,1.30016,0.39112,0.74296,4.7067e-05,4.7067e-05,4.7067e-05
139,7771.83,0.64771,0.21383,1.12332,0.991,0.98457,0.99381,0.86197,1.29913,0.39323,0.7434,4.25941e-05,4.25941e-05,4.25941e-05
140,7826.61,0.65287,0.21485,1.12032,0.98905,0.98383,0.99389,0.86196,1.29765,0.38809,0.74221,3.84718e-05,3.84718e-05,3.84718e-05
141,7901.94,0.64802,0.21435,1.11524,0.98809,0.98407,0.99397,0.86201,1.29467,0.38826,0.73972,3.47018e-05,3.47018e-05,3.47018e-05
142,7958.15,0.64344,0.21225,1.12117,0.98695,0.98359,0.99389,0.86089,1.2991,0.38812,0.74102,3.12859e-05,3.12859e-05,3.12859e-05
143,8013.09,0.64376,0.21563,1.11795,0.98838,0.98673,0.99394,0.86098,1.3004,0.38774,0.74209,2.82256e-05,2.82256e-05,2.82256e-05
144,8067.89,0.64326,0.21149,1.11787,0.98867,0.98614,0.99408,0.86183,1.29786,0.38999,0.7417,2.55221e-05,2.55221e-05,2.55221e-05
145,8122.76,0.64402,0.21635,1.11509,0.9897,0.98617,0.99415,0.86164,1.29616,0.38877,0.74203,2.31767e-05,2.31767e-05,2.31767e-05
146,8178.54,0.64191,0.213,1.11378,0.99004,0.98584,0.99409,0.86314,1.29854,0.38816,0.74124,2.11903e-05,2.11903e-05,2.11903e-05
147,8233.81,0.64108,0.21204,1.11815,0.99053,0.98479,0.99405,0.86205,1.29789,0.38943,0.74162,1.9564e-05,1.9564e-05,1.9564e-05
148,8290.3,0.62701,0.2103,1.1218,0.98843,0.98644,0.99406,0.86246,1.29553,0.39101,0.74074,1.82983e-05,1.82983e-05,1.82983e-05
149,8345.24,0.63655,0.21156,1.11984,0.98878,0.98453,0.9938,0.86171,1.29737,0.39168,0.74244,1.73938e-05,1.73938e-05,1.73938e-05
150,8400.23,0.6332,0.21242,1.11586,0.98836,0.98445,0.99392,0.86105,1.29903,0.39048,0.7419,1.6851e-05,1.6851e-05,1.6851e-05
